Country,Company Name,Year,Sector,DealType,DealSubtype, Proceeds ($ millions) ,RealSector
Lithuania,Medical station,1996,Services,Auction,, 4.50 ,Services
Lithuania,Nerimdaiciai Culture Center,1996,Services,Auction,, 5.00 ,Services
Lithuania,Flower shop (under construction),1996,Services,Auction,, 5.03 ,Services
Lithuania,Public toilet (under construction),1996,Services,Auction,, 5.03 ,Services
Lithuania,Rietinys,1996,Services,Auction,, 6.15 ,Trade
Lithuania,Market pavilion,1996,Services,Auction,, 7.25 ,Services
Lithuania,Palustre,1996,Services,Auction,, 7.63 ,Services
Lithuania,Smulkus urmas,1996,Services,Auction,, 8.03 ,Trade
Lithuania,Bagva,1996,Services,Auction,, 8.45 ,Industry
Lithuania,Panevezio zara,1996,Services,Auction,, 10.13 ,Trade
Lithuania,Termoizola,1996,Services,Auction,, 16.68 ,Trade
Lithuania,Vecia,1996,Services,Auction,, 18.31 ,Trade
Lithuania,"Kindergarten, Siluvos region",1996,Services,Auction,, 20.13 ,Services
Lithuania,Siauliu adata,1996,Services,Auction,, 37.75 ,Services
Lithuania,Poligrafija,1996,Services,Auction,, 53.58 ,Industry
Lithuania,Drugstore (under construction),1996,Services,Auction,, 62.53 ,Services
Lithuania,Montuotojas,1996,Services,Auction,, 63.47 ,Industry
Lithuania,Pamario vija,1996,Services,Auction,, 80.65 ,Trade
Lithuania,Vesttrans services,1996,Services,Auction,, 130.00 ,Trade
Lithuania,Akmenes cementas (Akmene Cement),1997,Manufacturing & Services,Private sale,, 8.80 ,Cement
Lithuania,"PLC ""Ausa""",1997,Infrastructure,Public tender,, 0.21 ,Transport
Lithuania,Joint-Stock Company Aliejus,1998,Energy,Public tender,, 2.00 ,Oil
Lithuania,Joint-Stock Company Panevezio Stiklas,1998,Manufacturing & Services,Unknown,, 0.25 ,Glass production
Lithuania,Joint-Stock Company Alytaus Tekstile,1998,Manufacturing & Services,Unknown,, 3.20 ,Textile company
Lithuania,Joint-Stock Company Vilniaus Pienas,1998,Services,Public tender,, 4.00 ,Food industry (Dairy)
Lithuania,Joint-Stock Company Viesbutis Lietuva,1998,Services,Public tender,, 9.00 ,Hotel
Lithuania,Other objects,1998,Services,Unknown,, 21.95 ,Communication
Lithuania,Joint-Stock Company Lietuvos Telekomas,1998,Infrastructure,Direct negotiations,, 510.00 ,Telecommunications
Lithuania,Joint-Stock Company Klaipedos Smelte,1998,Infrastructure,Unknown,, 11.30 ,Shipping company
Lithuania,Joint-Stock Company Vakaru Laivu Remontas,1998,Infrastructure,Unknown,, 20.80 ,Shipping company
Lithuania,Vilniaus Bankas,1999,Financial,Public offering,, 0.50 ,Financial intermediation (Banking)
Lithuania,Klaipedos Hidrotechnika,1999,Manufacturing & Services,Trade sale,, 2.80 ,Manufacturing
Lithuania,Klapeida Sea Freight (Klasco),1999,Infrastructure,Trade sale,, 50.00 ,Transport
"Macedonia, FYR",Noncha Kamishova,1990,Manufacturing & Services,,, 0.70 ,Textile
"Macedonia, FYR",Mlaz,1990,Infrastructure,,, 4.15 ,Transport
"Macedonia, FYR",Makedonja Tabak,1991,Manufacturing & Services,,, 6.47 ,Manufacturing
"Macedonia, FYR",AD Moda,1995,Manufacturing & Services,management buyout,, 0.07 ,Garments
"Macedonia, FYR",Struga,1997,Manufacturing & Services,Sale of ideal part,, 0.01 ,Agriculture
"Macedonia, FYR",Dobra voda,1997,Services,Employees buy-out,, 0.00 ,Trade
"Macedonia, FYR",Zivinarska Farma,1989,Manufacturing & Services,,, 0.05 ,Agriculture
"Macedonia, FYR",Visoka Cuka,1989,Manufacturing & Services,,, 0.08 ,Manufacturing
"Macedonia, FYR",Jugosnabditel,1989,Manufacturing & Services,,, 0.14 ,Construction
"Macedonia, FYR",Sniteks,1989,Manufacturing & Services,,, 1.50 ,Manufacturing
"Macedonia, FYR",Zletovo,1989,Primary,,, 3.27 ,Metals
"Macedonia, FYR",Plan,1989,Services,,, 0.20 ,Services
"Macedonia, FYR",Fotocentar,1989,Services,,, 0.36 ,Commerce
"Macedonia, FYR",Stokokomerc,1989,Services,,, 0.55 ,Commerce
"Macedonia, FYR",Metal Promet,1989,Services,,, 0.89 ,Commerce
"Macedonia, FYR",Makpetrol,1990,Energy,,, 25.43 ,Petroleum
"Macedonia, FYR",Ovce Pole,1990,Manufacturing & Services,,, 0.06 ,Agribusiness
"Macedonia, FYR",Mak-Proizvod,1990,Manufacturing & Services,,, 0.06 ,Agribusiness
"Macedonia, FYR",Poliplast,1990,Manufacturing & Services,,, 0.06 ,Chemicals
"Macedonia, FYR",Plastika,1990,Manufacturing & Services,,, 0.06 ,Chemicals
"Macedonia, FYR",Cvet,1990,Manufacturing & Services,,, 0.07 ,Agribusiness
"Macedonia, FYR",Zitomel,1990,Manufacturing & Services,,, 0.07 ,Food Processing
"Macedonia, FYR",Jablanica,1990,Manufacturing & Services,,, 0.07 ,Forestry
"Macedonia, FYR",Zik Strumica,1990,Manufacturing & Services,,, 0.08 ,Agribusiness
"Macedonia, FYR",Karaorman,1990,Manufacturing & Services,,, 0.09 ,Forestry
"Macedonia, FYR",Informatika I Elektronika,1990,Manufacturing & Services,,, 0.09 ,Manufacturing
"Macedonia, FYR",Geras Cunev,1990,Manufacturing & Services,,, 0.09 ,Textile
"Macedonia, FYR",Crvena Zvezkeda,1990,Manufacturing & Services,,, 0.10 ,Agribusiness
"Macedonia, FYR",Rade Koncar Aparatina Tehnika,1990,Manufacturing & Services,,, 0.10 ,Manufacturing
"Macedonia, FYR",Sigurnosno Staklo,1990,Manufacturing & Services,,, 0.10 ,Manufacturing
"Macedonia, FYR",Talja Bikova,1990,Manufacturing & Services,,, 0.10 ,Manufacturing
"Macedonia, FYR",Zivinarska Farma,1990,Manufacturing & Services,,, 0.11 ,Agribusiness
"Macedonia, FYR",Mak Market,1990,Manufacturing & Services,,, 0.11 ,Manufacturing
"Macedonia, FYR",Sirma Galica,1990,Manufacturing & Services,,, 0.12 ,Agribusiness
"Macedonia, FYR",Jugotutun,1990,Manufacturing & Services,,, 0.12 ,Manufacturing
"Macedonia, FYR",Kriva Reka,1990,Manufacturing & Services,,, 0.14 ,Construction
"Macedonia, FYR",Avtoremont,1990,Manufacturing & Services,,, 0.14 ,Manufacturing
"Macedonia, FYR",Dusan Kiric,1990,Manufacturing & Services,,, 0.15 ,Agribusiness
"Macedonia, FYR",29 Noemvri,1990,Manufacturing & Services,,, 0.15 ,Construction
"Macedonia, FYR",Jugotutun,1990,Manufacturing & Services,,, 0.15 ,Manufacturing
"Macedonia, FYR",Jugotutun-Djoce Stojceski,1990,Manufacturing & Services,,, 0.16 ,Manufacturing
"Macedonia, FYR",Sloga,1990,Manufacturing & Services,,, 0.18 ,Construction
"Macedonia, FYR",Jugotutun,1990,Manufacturing & Services,,, 0.18 ,Manufacturing
"Macedonia, FYR",Zivinoprom,1990,Manufacturing & Services,,, 0.20 ,Agribusiness
"Macedonia, FYR",Slavej,1990,Manufacturing & Services,,, 0.20 ,Manufacturing
"Macedonia, FYR",Zito Leb,1990,Manufacturing & Services,,, 0.22 ,Food Processing
"Macedonia, FYR",Zito-Prilep,1990,Manufacturing & Services,,, 0.23 ,Food Processing
"Macedonia, FYR",Zito Produkt,1990,Manufacturing & Services,,, 0.25 ,Food Processing
"Macedonia, FYR",Mirka Ginova,1990,Manufacturing & Services,,, 0.25 ,Textile
"Macedonia, FYR",Crvena Zvezda,1990,Manufacturing & Services,,, 0.27 ,Agribusiness
"Macedonia, FYR",Agro-Mariovo,1990,Manufacturing & Services,,, 0.28 ,Agribusiness
"Macedonia, FYR",Edinstvo,1990,Manufacturing & Services,,, 0.30 ,Textile
"Macedonia, FYR",Jugotutun,1990,Manufacturing & Services,,, 0.31 ,Manufacturing
"Macedonia, FYR",Gorni Polog,1990,Manufacturing & Services,,, 0.32 ,Food Processing
"Macedonia, FYR",Zito Strumica,1990,Manufacturing & Services,,, 0.34 ,Food Processing
"Macedonia, FYR",Ohridska Pastrmka,1990,Manufacturing & Services,,, 0.35 ,Fishery
"Macedonia, FYR",Sovremen Dom,1990,Manufacturing & Services,,, 0.38 ,Furniture
"Macedonia, FYR",Aparati Za Domakinstvo,1990,Manufacturing & Services,,, 0.39 ,Manufacturing
"Macedonia, FYR",Stoko Komerc,1990,Manufacturing & Services,,, 0.40 ,Food Processing
"Macedonia, FYR",Lihnida,1990,Manufacturing & Services,,, 0.40 ,Plastics
"Macedonia, FYR",Mara Dimova,1990,Manufacturing & Services,,, 0.40 ,Manufacturing
"Macedonia, FYR",Boris Kidric,1990,Manufacturing & Services,,, 0.46 ,Manufacturing
"Macedonia, FYR",Klecovce,1990,Manufacturing & Services,,, 0.49 ,Agribusiness
"Macedonia, FYR",Metal,1990,Manufacturing & Services,,, 0.53 ,Construction
"Macedonia, FYR",Avtocentar,1990,Manufacturing & Services,,, 0.53 ,Manufacturing
"Macedonia, FYR",Mlekara,1990,Manufacturing & Services,,, 0.54 ,Food Processing
"Macedonia, FYR",Nada Butnikosareva-Jugotutun,1990,Manufacturing & Services,,, 0.54 ,Manufacturing
"Macedonia, FYR",Celiden UVI Granulat-Zeleznik,1990,Manufacturing & Services,,, 0.60 ,Manufacturing
"Macedonia, FYR",Jugoteks,1990,Manufacturing & Services,,, 0.60 ,Textile
"Macedonia, FYR",Prulepska,1990,Manufacturing & Services,,, 0.62 ,Manufacturing
"Macedonia, FYR",Jugotutun,1990,Manufacturing & Services,,, 0.63 ,Manufacturing
"Macedonia, FYR",Zik Strumina,1990,Manufacturing & Services,,, 0.65 ,Agribusiness
"Macedonia, FYR",Grodz,1990,Manufacturing & Services,,, 0.65 ,Beverages
"Macedonia, FYR",Struzanka,1990,Manufacturing & Services,,, 0.81 ,Textile
"Macedonia, FYR",Bentomak,1990,Manufacturing & Services,,, 0.90 ,Manufacturing
"Macedonia, FYR",Chik,1990,Manufacturing & Services,,, 0.90 ,Manufacturing
"Macedonia, FYR",Struga,1990,Manufacturing & Services,,, 0.93 ,Agribusiness
"Macedonia, FYR",Ading,1990,Manufacturing & Services,,, 1.05 ,Chemicals
"Macedonia, FYR",KIK,1990,Manufacturing & Services,,, 1.05 ,Construction
"Macedonia, FYR",Mlekarnica,1990,Manufacturing & Services,,, 1.07 ,Agribusiness
"Macedonia, FYR",Edinstvo,1990,Manufacturing & Services,,, 1.12 ,Textile
"Macedonia, FYR",Rusin,1990,Manufacturing & Services,,, 1.22 ,Manufacturing
"Macedonia, FYR",Jugotutun,1990,Manufacturing & Services,,, 1.27 ,Manufacturing
"Macedonia, FYR",Zletovo-Bateri,1990,Manufacturing & Services,,, 1.32 ,Manufacturing
"Macedonia, FYR",Racika,1990,Manufacturing & Services,,, 1.41 ,Manufacturing
"Macedonia, FYR","Zik ""Strumica",1990,Manufacturing & Services,,, 1.51 ,Agribusiness
"Macedonia, FYR",Tipo,1990,Manufacturing & Services,,, 1.60 ,Manufacturing
"Macedonia, FYR",Veles,1990,Manufacturing & Services,,, 1.62 ,Chemical
"Macedonia, FYR",Replek Makedonija,1990,Manufacturing & Services,,, 1.73 ,Pharmaceutical
"Macedonia, FYR",Zito Skopje,1990,Manufacturing & Services,,, 1.81 ,Food Processing
"Macedonia, FYR",Hartija,1990,Manufacturing & Services,,, 1.97 ,Paper products
"Macedonia, FYR",ZitoVarcar,1990,Manufacturing & Services,,, 2.18 ,Food Processing
"Macedonia, FYR","Zik ""Strumica""",1990,Manufacturing & Services,,, 2.47 ,Food Processing
"Macedonia, FYR",Dekorteks,1990,Manufacturing & Services,,, 2.57 ,Textile
"Macedonia, FYR",Blagoj Gjorev,1990,Manufacturing & Services,,, 2.70 ,Food Processing
"Macedonia, FYR",Avtoprogres,1990,Manufacturing & Services,,, 2.87 ,Manufacturing
"Macedonia, FYR",Blagoja Despotovski shovelj,1990,Manufacturing & Services,,, 2.95 ,Manufacturing
"Macedonia, FYR",Vinorug,1990,Manufacturing & Services,,, 3.41 ,Agribusiness
"Macedonia, FYR",Zeto Bitola,1990,Manufacturing & Services,,, 3.60 ,Food Processing
"Macedonia, FYR",Agroplod,1990,Manufacturing & Services,,, 3.62 ,Food Processing
"Macedonia, FYR",Zeto Luks,1990,Manufacturing & Services,,, 3.81 ,Food Processing
"Macedonia, FYR",Boro Petrusevsk Papucar,1990,Manufacturing & Services,,, 4.32 ,Manufacturing
"Macedonia, FYR",Stocar,1990,Manufacturing & Services,,, 5.53 ,Agribusiness
"Macedonia, FYR",Gazela,1990,Manufacturing & Services,,, 6.41 ,Manufacturing
"Macedonia, FYR",Ruen,1990,Manufacturing & Services,,, 6.53 ,Manufacturing
"Macedonia, FYR",Anska Reka,1990,Manufacturing & Services,,, 7.09 ,Agribusiness
"Macedonia, FYR",Tikves,1990,Manufacturing & Services,,, 8.15 ,Agribusiness
"Macedonia, FYR",Euroinvest II Oktomvri,1990,Manufacturing & Services,,, 8.90 ,Plastics
"Macedonia, FYR",Tutunski Kombinat Prilep,1990,Manufacturing & Services,,, 9.80 ,Manufacturing
"Macedonia, FYR",Todor Ciposki Merdzan Teteks,1990,Manufacturing & Services,,, 13.39 ,Textile
"Macedonia, FYR",Usje,1990,Manufacturing & Services,,, 16.06 ,Cement
"Macedonia, FYR",Brik,1990,Primary,,, 0.12 ,Mining
"Macedonia, FYR",Ezerka,1990,Primary,,, 1.33 ,Metals
"Macedonia, FYR",Mermeren Kombinat,1990,Primary,,, 1.38 ,Mining
"Macedonia, FYR",Suvenir,1990,Primary,,, 1.44 ,Metals
"Macedonia, FYR",Aluminia,1990,Manufacturing & Services,,, 1.70 ,Aluminum
"Macedonia, FYR",Dgrazden,1990,Primary,,, 2.03 ,Mining
"Macedonia, FYR",II Oktomvri,1990,Manufacturing & Services,,, 22.53 ,Steel
"Macedonia, FYR",Gradinar Eksport,1990,Services,,, 0.07 ,Commerce
"Macedonia, FYR",Sarpromet,1990,Services,,, 0.07 ,Commerce
"Macedonia, FYR",Komunalek,1990,Services,,, 0.08 ,Services
"Macedonia, FYR",Jugomak,1990,Services,,, 0.09 ,Commerce
"Macedonia, FYR",Pazarista,1990,Services,,, 0.09 ,Services
"Macedonia, FYR",Agromarket,1990,Services,,, 0.11 ,Commerce
"Macedonia, FYR",Market,1990,Services,,, 0.11 ,Commerce
"Macedonia, FYR",Zanat Servis-Makedonija,1990,Services,,, 0.12 ,Commerce
"Macedonia, FYR",Elektrokomerc,1990,Services,,, 0.13 ,Commerce
"Macedonia, FYR",Nov Zivot,1990,Services,,, 0.13 ,Services
"Macedonia, FYR",Tetovo,1990,Services,,, 0.15 ,Services
"Macedonia, FYR",Stuska Trgovija,1990,Services,,, 0.16 ,Commerce
"Macedonia, FYR",Uniprom,1990,Services,,, 0.17 ,Commerce
"Macedonia, FYR",Progres,1990,Services,,, 0.19 ,Commerce
"Macedonia, FYR",Komunalec,1990,Services,,, 0.19 ,Services
"Macedonia, FYR",Zik Strumica Komercija,1990,Services,,, 0.20 ,Commerce
"Macedonia, FYR",Jugooprema,1990,Services,,, 0.21 ,Commerce
"Macedonia, FYR",Angropromet,1990,Services,,, 0.26 ,Commerce
"Macedonia, FYR",Jug,1990,Services,,, 0.26 ,Services
"Macedonia, FYR",Standard,1990,Services,,, 0.26 ,Services
"Macedonia, FYR",Orizokomerc,1990,Services,,, 0.27 ,Commerce
"Macedonia, FYR",Skopjanka,1990,Services,,, 0.27 ,Commerce
"Macedonia, FYR",Merkez,1990,Services,,, 0.27 ,Services
"Macedonia, FYR",Agrom,1990,Services,,, 0.36 ,Commerce
"Macedonia, FYR",Makmetal,1990,Services,,, 0.41 ,Services
"Macedonia, FYR",Goce Delcev,1990,Services,,, 0.42 ,Services
"Macedonia, FYR",Interkomerc,1990,Services,,, 0.44 ,Commerce
"Macedonia, FYR",Mladost,1990,Services,,, 0.45 ,Services
"Macedonia, FYR",Daskal Kamce,1990,Services,,, 0.52 ,Services
"Macedonia, FYR",Enterier,1990,Services,,, 0.53 ,Commerce
"Macedonia, FYR",Makedonija Drvo,1990,Services,,, 0.60 ,Commerce
"Macedonia, FYR",Angrokoza,1990,Services,,, 0.71 ,Commerce
"Macedonia, FYR",Trgotekstil-Angro,1990,Services,,, 0.73 ,Commerce
"Macedonia, FYR",Tigar,1990,Services,,, 0.80 ,Commerce
"Macedonia, FYR",Ineks Drim,1990,Services,,, 0.80 ,Services
"Macedonia, FYR",Angrosnabditel,1990,Services,,, 0.82 ,Commerce
"Macedonia, FYR",Skopsu saem,1990,Services,,, 0.83 ,Services
"Macedonia, FYR",Prehrana,1990,Services,,, 0.90 ,Commerce
"Macedonia, FYR",Automakedonija,1990,Services,,, 1.01 ,Commerce
"Macedonia, FYR",Trgotekstil-Malaprodazba,1990,Services,,, 1.14 ,Commerce
"Macedonia, FYR",Delikates,1990,Services,,, 1.17 ,Commerce
"Macedonia, FYR",Trgojug,1990,Services,,, 1.47 ,Commerce
"Macedonia, FYR",Nterpromet,1990,Services,,, 1.91 ,Commerce
"Macedonia, FYR",Merkur Import,1990,Services,,, 2.08 ,Commerce
"Macedonia, FYR",Tekstil,1990,Services,,, 2.24 ,Commerce
"Macedonia, FYR",Elektrometal,1990,Services,,, 2.42 ,Commerce
"Macedonia, FYR",Agromehanika,1990,Services,,, 4.00 ,Commerce
"Macedonia, FYR",Makedonijaturist,1990,Services,,, 4.50 ,Hotel
"Macedonia, FYR",Tikves Trans,1990,Infrastructure,,, 0.17 ,Transport
"Macedonia, FYR",Jogotrans,1990,Infrastructure,,, 0.40 ,Transport
"Macedonia, FYR",Aeromak,1990,Infrastructure,,, 0.50 ,Airlines
"Macedonia, FYR",Trans Veles,1990,Infrastructure,,, 0.67 ,Transport
"Macedonia, FYR",Ztp-Doo Zas,1990,Infrastructure,,, 1.30 ,Transport
"Macedonia, FYR",II Oktomvrit,1990,Infrastructure,,, 2.57 ,Transport
"Macedonia, FYR",Crvena Zvezda,1990,Infrastructure,,, 0.16 ,Water
"Macedonia, FYR",Vodostopanstvo,1990,Infrastructure,,, 0.20 ,Water
"Macedonia, FYR",Vodovod,1990,Infrastructure,,, 0.60 ,Water
"Macedonia, FYR",Vardar,1990,Infrastructure,,, 0.80 ,Water
"Macedonia, FYR",Tehnogas,1991,Infrastructure,,, 2.46 ,Gas
"Macedonia, FYR",Skorpje,1991,Energy,,, 8.80 ,Refinery
"Macedonia, FYR",Ohis-Prespaplast,1991,Manufacturing & Services,,, 0.07 ,Chemicals
"Macedonia, FYR",Termoskopje,1991,Manufacturing & Services,,, 0.07 ,Construction
"Macedonia, FYR",Dafinka,1991,Manufacturing & Services,,, 0.08 ,Chemicals
"Macedonia, FYR",Karpos,1991,Manufacturing & Services,,, 0.08 ,Manufacturing
"Macedonia, FYR",Kooperacija,1991,Manufacturing & Services,,, 0.09 ,Agribusiness
"Macedonia, FYR",Izomak,1991,Manufacturing & Services,,, 0.09 ,Construction
"Macedonia, FYR",Jaka-80,1991,Manufacturing & Services,,, 0.10 ,Manufacturing
"Macedonia, FYR",Kaprom,1991,Manufacturing & Services,,, 0.11 ,Agribusiness
"Macedonia, FYR",Reteks,1991,Manufacturing & Services,,, 0.11 ,Manufacturing
"Macedonia, FYR",Zito Struga,1991,Manufacturing & Services,,, 0.12 ,Food Processing
"Macedonia, FYR",Jugo Tutun-Treska,1991,Manufacturing & Services,,, 0.12 ,Manufacturing
"Macedonia, FYR",Riboprespa,1991,Manufacturing & Services,,, 0.13 ,Agribusiness
"Macedonia, FYR",Tetovogradba,1991,Manufacturing & Services,,, 0.14 ,Construction
"Macedonia, FYR",Partizan,1991,Manufacturing & Services,,, 0.14 ,Manufacturing
"Macedonia, FYR",Avto Guma,1991,Manufacturing & Services,,, 0.14 ,Manufacturing
"Macedonia, FYR",Breboteks,1991,Manufacturing & Services,,, 0.14 ,Manufacturing
"Macedonia, FYR",7-Mi Noemvri,1991,Manufacturing & Services,,, 0.16 ,Plastics
"Macedonia, FYR",Skopski Lozar,1991,Manufacturing & Services,,, 0.17 ,Beverages
"Macedonia, FYR",Tehnozavod,1991,Manufacturing & Services,,, 0.17 ,Manufacturing
"Macedonia, FYR",Agrokoop,1991,Manufacturing & Services,,, 0.20 ,Food Processing
"Macedonia, FYR",Malesevo,1991,Manufacturing & Services,,, 0.20 ,Forestry
"Macedonia, FYR",Vegatabil,1991,Manufacturing & Services,,, 0.21 ,Food Processing
"Macedonia, FYR",Klas,1991,Manufacturing & Services,,, 0.22 ,Food Processing
"Macedonia, FYR",6 Noemvri,1991,Manufacturing & Services,,, 0.23 ,Manufacturing
"Macedonia, FYR",Vatrostalna-Skopje,1991,Manufacturing & Services,,, 0.24 ,Construction
"Macedonia, FYR",Ilinden,1991,Manufacturing & Services,,, 0.25 ,Manufacturing
"Macedonia, FYR",Bitolasil,1991,Manufacturing & Services,,, 0.27 ,Manufacturing
"Macedonia, FYR",Jugotutun,1991,Manufacturing & Services,,, 0.27 ,Manufacturing
"Macedonia, FYR",Astibo,1991,Manufacturing & Services,,, 0.28 ,Manufacturing
"Macedonia, FYR",Jugotutun-Sloga,1991,Manufacturing & Services,,, 0.29 ,Manufacturing
"Macedonia, FYR",Elenica,1991,Manufacturing & Services,,, 0.30 ,Construction
"Macedonia, FYR",Grading,1991,Manufacturing & Services,,, 0.31 ,Construction
"Macedonia, FYR",Nasa Dete,1991,Manufacturing & Services,,, 0.36 ,Manufacturing
"Macedonia, FYR",Jugotutun,1991,Manufacturing & Services,,, 0.38 ,Manufacturing
"Macedonia, FYR",Crvena Zvezda Vinal,1991,Manufacturing & Services,,, 0.40 ,Beverages
"Macedonia, FYR",Lopusnik,1991,Manufacturing & Services,,, 0.40 ,Forestry
"Macedonia, FYR",Jugotutun,1991,Manufacturing & Services,,, 0.40 ,Manufacturing
"Macedonia, FYR",8-Mi Noemvri,1991,Manufacturing & Services,,, 0.42 ,Construction
"Macedonia, FYR",Kumanova,1991,Manufacturing & Services,,, 0.45 ,Agribusiness
"Macedonia, FYR",Vinka,1991,Manufacturing & Services,,, 0.46 ,Manufacturing
"Macedonia, FYR",Bim,1991,Manufacturing & Services,,, 0.51 ,Construction
"Macedonia, FYR",Fabrika Za Dobitocna Hrana,1991,Manufacturing & Services,,, 0.53 ,Agribusiness
"Macedonia, FYR",Servis,1991,Manufacturing & Services,,, 0.53 ,Manufacturing
"Macedonia, FYR",Jugotutun,1991,Manufacturing & Services,,, 0.53 ,Manufacturing
"Macedonia, FYR",Kolektiv,1991,Manufacturing & Services,,, 0.55 ,Chemicals
"Macedonia, FYR",30 Juli,1991,Manufacturing & Services,,, 0.57 ,Manufacturing
"Macedonia, FYR",Jogotutun,1991,Manufacturing & Services,,, 0.57 ,Manufacturing
"Macedonia, FYR",Ovc-Pole,1991,Manufacturing & Services,,, 0.61 ,Agribusiness
"Macedonia, FYR",Crvena Zvezda,1991,Manufacturing & Services,,, 0.63 ,Manufacturing
"Macedonia, FYR",Bel--begovo,1991,Manufacturing & Services,,, 0.64 ,Agribusiness
"Macedonia, FYR",Crvena Zvezda,1991,Manufacturing & Services,,, 0.66 ,Agribusiness
"Macedonia, FYR",Povardarie,1991,Manufacturing & Services,,, 0.66 ,Beverages
"Macedonia, FYR",Mikron,1991,Manufacturing & Services,,, 0.70 ,Manufacturing
"Macedonia, FYR",Dojansko Ezero,1991,Manufacturing & Services,,, 0.74 ,Agribusiness
"Macedonia, FYR",Kvasec I Spiritus,1991,Manufacturing & Services,,, 0.80 ,Food Processing
"Macedonia, FYR",Jogututun,1991,Manufacturing & Services,,, 0.81 ,Manufacturing
"Macedonia, FYR",Karpos,1991,Manufacturing & Services,,, 0.82 ,Construction
"Macedonia, FYR",Bitola,1991,Manufacturing & Services,,, 0.83 ,Leather
"Macedonia, FYR",Alkaloid,1991,Manufacturing & Services,,, 0.89 ,Manufacturing
"Macedonia, FYR",Linden,1991,Manufacturing & Services,,, 0.90 ,Construction
"Macedonia, FYR",Lindenka,1991,Manufacturing & Services,,, 0.92 ,Manufacturing
"Macedonia, FYR",Selena,1991,Manufacturing & Services,,, 0.94 ,Manufacturing
"Macedonia, FYR",Elektrovodomont,1991,Manufacturing & Services,,, 1.04 ,Construction
"Macedonia, FYR",Komuna,1991,Manufacturing & Services,,, 1.05 ,Paper Products
"Macedonia, FYR",Mesna Industrija,1991,Manufacturing & Services,,, 1.06 ,Food Processing
"Macedonia, FYR",Zik Strumica,1991,Manufacturing & Services,,, 1.12 ,Agribusiness
"Macedonia, FYR",Zito Polog,1991,Manufacturing & Services,,, 1.21 ,Manufacturing
"Macedonia, FYR",Niko Doaga,1991,Manufacturing & Services,,, 1.24 ,Manufacturing
"Macedonia, FYR",Trubavero,1991,Manufacturing & Services,,, 1.29 ,Agribusiness
"Macedonia, FYR",Tehnika,1991,Manufacturing & Services,,, 1.31 ,Construction
"Macedonia, FYR",Veteks,1991,Manufacturing & Services,,, 1.32 ,Manufacturing
"Macedonia, FYR",Jadran,1991,Manufacturing & Services,,, 1.40 ,Food Processing
"Macedonia, FYR",Triko,1991,Manufacturing & Services,,, 1.43 ,Manufacturing
"Macedonia, FYR",4 Ti Noemvri,1991,Manufacturing & Services,,, 1.51 ,Sugar
"Macedonia, FYR",Kiro Petak,1991,Manufacturing & Services,,, 1.60 ,Manufacturing
"Macedonia, FYR",Strumica Tabak,1991,Manufacturing & Services,,, 1.72 ,Manufacturing
"Macedonia, FYR",Moda,1991,Manufacturing & Services,,, 1.82 ,Manufacturing
"Macedonia, FYR",Dhis,1991,Manufacturing & Services,,, 2.01 ,Chemicals
"Macedonia, FYR",Agroservis-Avtokuka,1991,Manufacturing & Services,,, 2.22 ,Manufacturing
"Macedonia, FYR",Pelister,1991,Manufacturing & Services,,, 2.39 ,Manufacturing
"Macedonia, FYR",Stokopromet,1991,Manufacturing & Services,,, 2.55 ,Agribusiness
"Macedonia, FYR",Vitaminka,1991,Manufacturing & Services,,, 2.59 ,Food Processing
"Macedonia, FYR",Kiro Cucuk,1991,Manufacturing & Services,,, 3.40 ,Construction
"Macedonia, FYR",Jaka,1991,Manufacturing & Services,,, 3.79 ,Manufacturing
"Macedonia, FYR",Gold Mak,1991,Manufacturing & Services,,, 3.85 ,Manufacturing
"Macedonia, FYR",Evropa,1991,Manufacturing & Services,,, 4.03 ,Food Processing
"Macedonia, FYR",Zukukuzma Josifoskipitu,1991,Manufacturing & Services,,, 4.47 ,Agribusiness
"Macedonia, FYR",Kumanovic,1991,Manufacturing & Services,,, 5.26 ,Leather and Fur
"Macedonia, FYR",Emo,1991,Manufacturing & Services,,, 6.75 ,Electronics
"Macedonia, FYR",Lozar,1991,Manufacturing & Services,,, 8.12 ,Agribusiness
"Macedonia, FYR",Prespateks,1991,Manufacturing & Services,,, 9.36 ,Plastics
"Macedonia, FYR",Skorpje,1991,Manufacturing & Services,,, 9.98 ,Beverages
"Macedonia, FYR",Goce Delcev,1991,Manufacturing & Services,,, 14.47 ,Leather
"Macedonia, FYR",Oteks,1991,Manufacturing & Services,,, 17.87 ,Manufacturing
"Macedonia, FYR",Alkaloid,1991,Manufacturing & Services,,, 24.51 ,Pharmaceutical
"Macedonia, FYR",Beton,1991,Manufacturing & Services,,, 30.60 ,Construction
"Macedonia, FYR",Dimce Mircev,1991,Primary,,, 0.09 ,Mining
"Macedonia, FYR",Struska Ind. Za Met. I Emajl. Pr.,1991,Primary,,, 0.11 ,Metals
"Macedonia, FYR",Fakom,1991,Primary,,, 0.22 ,Metals
"Macedonia, FYR",Dimce Mirceski Banjarot,1991,Primary,,, 0.40 ,Metals
"Macedonia, FYR",Sloboda,1991,Primary,,, 1.50 ,Metals
"Macedonia, FYR",Sasa,1991,Primary,,, 4.17 ,Metals
"Macedonia, FYR",Iskra,1991,Primary,,, 5.95 ,Metal Working
