Country,Company Name,Year,Sector,DealType,DealSubtype, Proceeds ($ millions) ,RealSector
Albania,"Oil refinery, Patos",1995,Manufacturing & Services,auction,, 0.56 ,Oil production
Albania,"Electricity Distribution, Elbasan",1995,Infrastructure,auction,, 1.28 ,Electricity
Albania,"Electricity Distribution, Vlore",1995,Infrastructure,auction,, 1.42 ,Electricity
Albania,"Petrolimpex, Tirana",1995,Energy,auction,, 1.26 ,Petroleum
Albania,"OAT, Tirane",1995,Manufacturing & Services,auction,, 0.07 ,Vehicle Maintenance
Albania,"Military construction, Fier",1995,Manufacturing & Services,auction,, 0.08 ,Construction
Albania,"Wood processing,  Berat",1995,Manufacturing & Services,auction,, 0.09 ,Wood products
Albania,Manufacturing factory,1995,Manufacturing & Services,auction,, 0.09 ,Manufacturing
Albania,"Mekanike Bujqesore, Fier",1995,Manufacturing & Services,auction,, 0.11 ,Machinery
Albania,"Wood processing,  Korca",1995,Manufacturing & Services,auction,, 0.13 ,Wood products
Albania,"Prodhim Vajra, Delvine",1995,Manufacturing & Services,auction,, 0.15 ,Oil production
Albania,"Ndertim Ura, Tirane",1995,Manufacturing & Services,auction,, 0.19 ,Construction
Albania,"Wood processing, Lac",1995,Manufacturing & Services,auction,, 0.24 ,Wood products
Albania,"Gozhde Bullonat, Kavaje",1995,Manufacturing & Services,auction,, 0.31 ,Manufacturing
Albania,"Elektromjeksore, Tirane",1995,Manufacturing & Services,auction,, 0.34 ,Medical Equipment
Albania,"Prodhim Karbonike, Elbasan",1995,Manufacturing & Services,auction,, 0.38 ,Equipment
Albania,"Road construction, Patos",1995,Manufacturing & Services,auction,, 0.40 ,Construction
Albania,"Amballazh Kartoni, Tirane",1995,Manufacturing & Services,auction,, 0.44 ,Paper Products
Albania,"Flour factory, Tirana",1995,Manufacturing & Services,auction,, 0.55 ,Milling
Albania,"Plastic factory, Lushnje",1995,Manufacturing & Services,auction,, 0.63 ,Plastics
Albania,"Bloja, Tirane",1995,Manufacturing & Services,auction,, 0.69 ,Agribusiness
Albania,"Leather products, Tirana",1995,Manufacturing & Services,auction,, 0.71 ,Manufacturing
Albania,"Mekanike e K.M., Elbasan",1995,Manufacturing & Services,auction,, 0.73 ,Equipment
Albania,"Military & Agricultural, Berat",1995,Manufacturing & Services,auction,, 0.83 ,Manufacturing
Albania,"Frigoriferi, Berat",1995,Other,auction,, 0.06 ,Cold Storage
Albania,"Cereal silos, Peqin",1995,Other,auction,, 0.10 ,Storage
Albania,"Cereal silos, Durres",1995,Other,auction,, 0.12 ,Storage
Albania,"Bread factory, Tirana",1995,Other,auction,, 0.50 ,Food
Albania,"Brick factory, Elbasan",1995,Other,auction,, 0.87 ,Bricks
Albania,"Cereal silos and processing, Vlore",1995,Other,auction,, 1.08 ,Storage
Albania,"Dajti metal factory, Tirana",1995,Primary,auction,, 0.33 ,Metallurgy
Albania,"Machines & metals, Tirana",1995,Primary,auction,, 0.51 ,Metallurgy
Albania,"Trucking enterprise, Tirana",1995,Services,auction,, 0.15 ,Services
Albania,Oil machinery repair,1995,Services,auction,, 0.19 ,Repair service
Albania,"Cartography printing, Tirana",1995,Services,auction,, 0.23 ,Printing
Albania,"Ndert. Rip. Mak. Asfalti, Tirane",1995,Services,auction,, 0.24 ,Services
Albania,"Trucking company, Tirana",1995,Services,auction,, 0.27 ,Services
Albania,"Retail network, Korca",1995,Services,auction,, 0.27 ,Retail
Albania,"Shtypshkronja ""cajupi"", Tirane",1995,Services,auction,, 0.35 ,Printing
Albania,"Printing enterprise, Tirana",1995,Services,auction,, 0.60 ,Printing
Albania,"Iliria Hotel, Korca",1995,Services,auction,, 0.92 ,Hotel
Albania,"Turizmi, Vlore",1995,Services,auction,, 1.52 ,Tourism
Albania,"Ndert. Asfalt. Rruga, Tirane",1995,Infrastructure,auction,, 0.29 ,Road construction
Albania,"Asfaltim Rruga, Fier",1995,Infrastructure,auction,, 0.45 ,Road maintenance
Albania,"Ndertim Rruga, Elbasan",1995,Infrastructure,auction,, 0.81 ,Road maintenance
Albania,Petrolimpex,1997,Energy,Auction,, 1.80 ,Petroleum
Albania,Elbasan Cement,1997,Manufacturing & Services,Auction,, 4.30 ,Cement
Albania,Small and Medium Enterprises (SMEs),1998,Other,,, 0.88 ,Various
Algeria,Chateaneuf Hotel,1996,Services,Tender,, 9.25 ,Tourism
Algeria,Saidal,1999,Manufacturing & Services,IPO,, 28.70 ,Manufacturing (Pharmaceuticals)
Algeria,Eriad,1999,Services,IPO,, 17.10 ,Wholesale and retail trade
Angola,Cuca-Huambo,1996,Services,Tender,, 3.80 ,Industry
Angola,Panificadora Sta. Filomena,1998,Services,Tender and Public Offer,, 0.04 ,Industry
Angola,Moagem do Kikolo,1998,Services,Tender and Public Offer,, 2.40 ,Industry
Argentina,Austral,1988,Infrastructure,debt assumed by GOA,, 28.00 ,Airlines
Argentina,Centrales Termicas del Noroeste Argentino S.A.,1993,Infrastructure,"US$2Mn in cash, US$13.2Mn DES",, 15.20 ,Power Utility
Argentina,"Petroquimica Bahia Blanca, SA",1995,Energy,direct sale,, 357.50 ,Petrochemicals
Argentina,Petropol,1990,Energy,"$4.5Mn cash, $13Mn DES",, 17.50 ,Petroleum/Petrochemicals
Argentina,Monomeros viniflicos,1990,Energy,"$9.3Mn cash, $26.5Mn DES",, 35.80 ,Petroleum/Petrochemicals
Argentina,Induclor,1990,Energy,"$17.8Mn cash, $50.6 Mn DES",, 68.40 ,Petroleum/Petrochemicals
Argentina,YPF (37 secondary drilling areas),1990,Energy,concessions,, 256.90 ,Petroleum
Argentina,Polisur,1990,Manufacturing & Services,"$14.1Mn cash, $41Mn DES",, 55.10 ,Chemicals
Argentina,Canal 13,1990,Services,15-year concession,, 5.70 ,Television stations
Argentina,Canal 11,1990,Services,15-year concession,, 8.20 ,Television stations
Argentina,Telecom S.A.,1990,Infrastructure,"$100Mn cash, $2.3Bn DES",," 2,395.00 ",Telecommunications
Argentina,Telefonica de Argentina,1990,Infrastructure,"$114Mn cash, $2.7Bn DES",," 2,819.00 ",Telecommunications
Argentina,"National Highways (10,000 Kms of roads)",1990,Infrastructure,"concession, US$100mn p.a.",,,Roads
Argentina,Aerolineas Argentinas,1990,Infrastructure,"$260Mn cash, $1.61Bn DES",," 1,870.00 ",Airlines
Argentina,Santa Cruz I,1991,Energy,,, 55.00 ,Petroleum
Argentina,YPF (22 secondary drilling areas),1991,Energy,concessions,, 140.50 ,Petroleum
Argentina,Vizcacheras (Mendoza),1991,Energy,,, 167.69 ,Petroleum
Argentina,El Huemul-Koluel Kaike,1991,Energy,,, 170.48 ,Petroleum
Argentina,Tordillo,1991,Energy,,, 179.98 ,Petroleum
Argentina,Puesto Hernandez (Neuquen),1991,Energy,,, 286.35 ,Petroleum
Argentina,YPF (5 primary drilling areas),1991,Energy,joint ventures,, 615.10 ,Petroleum
Argentina,Tandanor,1991,Manufacturing & Services,,, 59.80 ,Manufacturing
Argentina,La Celulosa,1991,Manufacturing & Services,$900Mn DES (estimated),, 300.00 ,Manufacturing
Argentina,Santa Helena,1991,Other,token sum paid,,,Foodstuffs
Argentina,Llao-Llao Hotel,1991,Services,"$3.7Mn cash, $12Mn DES",, 15.70 ,Tourism
Argentina,Radio stations (6),1991,Infrastructure,concession,,,Telecommunications
Argentina,Telefonica de Argentina,1991,Infrastructure,"GDRs, public offer",, 830.00 ,Telecommunications
Argentina,Rosario-Bahia Blanca,1991,Infrastructure,"30-year concession,  $500Mn future invest.",,,Railroads
Argentina,Central Pedro de Mendoza,1992,Infrastructure,,, 8.50 ,Power Utility
Argentina,Central Alto Valle,1992,Infrastructure,,, 22.10 ,Power Utility
Argentina,Central Dock Sud,1992,Infrastructure,,, 25.00 ,Power Utility
Argentina,Distribuidora de Gas Noroeste,1992,Infrastructure,"$10Mn cash, $62 DES",, 72.00 ,Gas
Argentina,Central Guemes,1992,Infrastructure,"$10Mn cash, $76.2Mn DES",, 86.20 ,Power Utility
Argentina,Central Costanera,1992,Infrastructure,,, 90.10 ,Power Utility
Argentina,Central Puerto,1992,Infrastructure,,, 92.20 ,Power Utility
Argentina,Distribuidora de Gas del Litoral,1992,Infrastructure,"$14Mn cash, $89.6 Mn DES",, 103.61 ,Gas
Argentina,Distribuidora de Gas Cuyana,1992,Infrastructure,"$26Mn cash, $96Mn DES",, 122.00 ,Gas
Argentina,Distribuidora de Gas del Centro,1992,Infrastructure,"$18Mn cash, $120Mn DES",, 138.00 ,Gas
Argentina,Edelap (Area la Plata),1992,Infrastructure,"$5Mn cash, $134Mn DES",, 139.00 ,Power Utility
Argentina,Distribuidora de Gas del  Sur,1992,Infrastructure,"$14Mn cash, $134Mn DES",, 148.00 ,Gas
Argentina,Distribuidora de Gas Buenos Aires Norte,1992,Infrastructure,"$28Mn cash, $127.5Mn DES",, 155.56 ,Gas
Argentina,Transportadora de Gas del Norte,1992,Infrastructure,"$28Mn cash, $182.2 Mn DES",, 210.22 ,Gas
Argentina,Distribuidora de Gas Pampeana,1992,Infrastructure,"$18Mn cash, $217.4 Mn DES",, 235.41 ,Gas
Argentina,Distribuidora de Gas Metropolitana,1992,Infrastructure,"$44Mn cash, $256Mn DES",, 300.02 ,Gas
Argentina,Transportadora de Gas del Sur,1992,Infrastructure,"$100Mn cash, $256.2 Mn DES",, 356.20 ,Gas
Argentina,Edenor,1992,Infrastructure,"$30Mn cash, $397.9Mn DES",, 427.90 ,Power Utility
Argentina,Edesur,1992,Infrastructure,"$30Mn cash, $481Mn DES",, 511.00 ,Power Utility
Argentina,Petroquimica Rio Tercero,1992,Energy,,, 7.30 ,Petroleum/Petrochemicals
Argentina,Palmar Largo,1992,Energy,,, 36.00 ,Petroleum
Argentina,YPF (27 secondary drilling areas),1992,Energy,concessions,, 67.10 ,Petroleum
Argentina,Santa Cruz II,1992,Energy,,, 141.60 ,Petroleum
Argentina,Tierra Del Fuego,1992,Energy,,, 143.50 ,Petroleum
Argentina,Aguarague,1992,Energy,,, 143.70 ,Petroleum
Argentina,YPF joint ventures (4),1992,Energy,joint ventures,, 464.76 ,Petroleum
Argentina,Bank of the Province of Corrientes,1992,Financial,,, 15.00 ,Banking
Argentina,Mercado de Hacienda de Liniers,1992,Manufacturing & Services,"10-year concession, royalty of 12% of total income",,,Agribusiness\Livestock
Argentina,Mercado de Hacienda de Liniers,1992,Manufacturing & Services,10-year concession,,,Livestock market
Argentina,Altos Hornos Zapla,1992,Manufacturing & Services,"$3.3Mn cash, $29.7Mn DES",, 33.00 ,Steel
Argentina,Somisa,1992,Manufacturing & Services,"$140Mn cash, $12.1 DES",, 152.10 ,Steel
Argentina,Hipodromo Argentino,1992,Services,"25-year concession, 8.5% of bets plus 30% of ticket sales",, 61.50 ,Race track
Argentina,Telecom,1992,Infrastructure,initial public offer,," 1,226.90 ",Telecommunications
Argentina,General Mitre Railroad,1992,Infrastructure,30-year concession,,,Railroads
Argentina,General Urquiza Railroad,1992,Infrastructure,30-year concession,,,Railroads
Argentina,Delta Borges Railroad,1992,Infrastructure,30-year concession,,,Railroads
Argentina,General Roca Railroad,1992,Infrastructure,30-year concession,,,Railroads
Argentina,San Martin Railroad,1992,Infrastructure,30-year concession,,,Railroads
Argentina,Puerto Buenos Aires grain elevator,1992,Infrastructure,"concession, $3/Ton plus $.15 royalties",, 1.10 ,Port/Grain Elevator
Argentina,Puerto Diamante grain elevator,1992,Infrastructure,Direct sale,, 2.00 ,Port/Grain Elevator
Argentina,Puerto Quequen grain elevator,1992,Infrastructure,"concession, $3.5/Ton plus $.4 royalties",, 2.90 ,Port/Grain Elevator
Argentina,Obras Sanitarias de la Nacion,1992,Infrastructure,"30-year concession, coefficient 0.731",,,Water
Argentina,Centrales Termicas del Noreste Argentino S.A.,1993,Infrastructure,,, 0.40 ,Power Utility
Argentina,Centrales Termicas Patagonicas S.A.,1993,Infrastructure,"US$2Mn in cash, US$3.2Mn DES",, 5.20 ,Power Utility
Argentina,Central Sorrento,1993,Infrastructure,"$5Mn cash, $3.8Mn DES",, 8.80 ,Power Utility
Argentina,Central San Nicolas,1993,Infrastructure,"US$10Mn in cash, US$56.1 Mn DES",, 66.10 ,Power Utility
Argentina,Central Hidroelectrica Cerros Colorados S.A. (Hidronor),1993,Infrastructure,"US$27Mn in cash, US$45.6 Mn DES",, 73.00 ,Power Utility
Argentina,Central Costanera S.A.,1993,Infrastructure,initial public offer,, 97.00 ,Power Utility
Argentina,Central Hidroelectrica Alicura S.A. (Hidronor),1993,Infrastructure,"US$48 Mn in cash, US$130 Mn DES",, 178.00 ,Power Utility
Argentina,Central Hidroelectrica el Chocon (Hidronor),1993,Infrastructure,"US$87Mn in cash, US$136.9 Mn DES",, 223.90 ,Power Utility
Argentina,Transener,1993,Infrastructure,"US$30Mn in cash, US$204.1Mn DES",, 234.10 ,Power Utility
Argentina,Hidroelectrica Piedra del Aguila (Hidronor),1993,Infrastructure,"US$100Mn in cash, US$172.1Mn DES",, 272.10 ,Power Utility
Argentina,YPF Planta de Aerosoles Dock Sud,1993,Energy,,, 0.86 ,Petroleum
Argentina,"YPF-3 ships, 6 tankers",1993,Energy,,, 6.00 ,Petroleum/Petrochemicals
Argentina,YPF Interpetrol,1993,Energy,,, 8.70 ,Petroleum
Argentina,YPF Terminales Maritimas Patagonicas,1993,Energy,,, 10.00 ,Petroleum
Argentina,YPF Destileria Dock Sud,1993,Energy,,, 11.70 ,Petroleum
Argentina,YPFDestileria San Lorenzo,1993,Energy,,, 12.20 ,Petroleum
Argentina,YPF Ebytem (Puerto Rosales),1993,Energy,,, 19.00 ,Petroleum
Argentina,YPF Transportes Maritimos Petroleros,1993,Energy,,, 41.80 ,Petroleum
Argentina,YPF Refineria de Campo Duran (Refinor),1993,Energy,,, 64.10 ,Petroleum
Argentina,YPF Oleoductos del Valle,1993,Energy,,, 77.00 ,Petroleum
Argentina,Yacimientos Petroliferos Fiscales (YPF),1993,Energy,"public offer, 75% of shares offered to foreign investors (ADS)",," 3,040.00 ",Petroleum
Argentina,742 properties,1993,Financial,,, 162.10 ,Real Estate
Argentina,Fabrica Militar de Acido Sulfurico,1993,Manufacturing & Services,US$0.32Mn down payment plus 3 annual installments of US$0.42Mn,, 0.32 ,Chemicals
Argentina,Carboquimica Argentina,1993,Manufacturing & Services,"US$0.33Mn in cash, US$0.66Mn DES",, 0.99 ,Chemicals
Argentina,Fabrica Militar de Tolueno Sintetico,1993,Manufacturing & Services,"US$0.79Mn cash,US$1.84 DES",, 2.63 ,Chemicals
Argentina,Fabrica Militar General San Martin,1993,Manufacturing & Services,,, 8.50 ,Manufacturing
Argentina,Fabrica Militar de Vainas y Conductores Electricos,1993,Manufacturing & Services,"US$12.4Mn in cash, US$2.6Mn DES",, 15.00 ,Electrical/Electronics
Argentina,Villa Constitucion grain elevator,1993,Infrastructure,leasing; royalty of US$0.38/ton,,,Ports/Port Facilities
Argentina,Puerto Ingeniero White grain elevator,1993,Infrastructure,30-year concession; royalty of US$2.5/ton,,,Ports/Port Facilities
Argentina,Acceso Norte,1993,Infrastructure,"22-year concession, total investment of US$470m",,,Roads
Argentina,Acceso Oeste,1993,Infrastructure,"22-year concession, total investment of US$220m",,,Roads
Argentina,Acceso Ricchieri,1993,Infrastructure,22-year concession,,,Roads
Argentina,FEMESA passenger lines,1993,Infrastructure,20-year concession,,,Railroads
Argentina,Elevadores Puerto Diamante,1993,Infrastructure,Direct sale,, 2.00 ,Port/Grain Elevator
Argentina,Terminal Portuaria Mar del Plata,1993,Infrastructure,30-year concession,, 2.65 ,Port/Grain Elevator
Argentina,Elevadores Terminales de Rosario,1993,Infrastructure,Direct sale,, 3.50 ,Port/Grain Elevator
Argentina,Puerto Rosario Unit III grain elevator,1993,Infrastructure,,, 3.50 ,Ports/Port Facilities
Argentina,Unidad Portuaria San Pedro,1993,Infrastructure,Direct sale,, 4.10 ,Port/Grain Elevator
Argentina,Centrales Termicas del Litoral,1994,Infrastructure,direct sale,, 0.50 ,Power Utility
Argentina,Transnea,1994,Infrastructure,US$1Mn cash+ US$2M DES,, 3.00 ,Power Utility
Argentina,Hidrolectrica Rio Hondo,1994,Infrastructure,,, 4.10 ,Power Utility
Argentina,Transnoa,1994,Infrastructure,"US$2Mn in cash , US$6.7Mn DES",, 8.70 ,Power Utility
Argentina,Centrales Termicas Mendoza,1994,Infrastructure,direct sale; US$2M cash+ US$8.1M DES,, 10.10 ,Power Utility
Argentina,Hidroelectrica Ameghino,1994,Infrastructure,direct sale:US$1.5M cash & US$ 12.7M DES,, 14.20 ,Power Utility
Argentina,Distrocuyo,1994,Infrastructure,direct sale,, 20.20 ,Power Utility
Argentina,Transpa,1994,Infrastructure,US$1 Mn in cash; US$19.8 Mn,, 20.80 ,Power Utility
Argentina,Hidroelectrica Diamante,1994,Infrastructure,direct sale;US$4Mn cash; US$28.8Mn DES,, 32.80 ,Power Utility
Argentina,Metrogas,1994,Infrastructure,domestic & international public offer ADRs,, 121.50 ,Gas
Argentina,Transportadora de Gas del Sur,1994,Infrastructure,40% dom;40% in US as ADRs;20% elsewhere,, 526.50 ,Gas
Argentina,YPF S.A.(5 tankers),1994,Energy,direct sale; $3.1Mn,, 3.10 ,Petroleum/Petrochemicals
Argentina,Caja Nacional de Ahorro y Seguro,1994,Financial,direct sale; US$86.3 Mn represents 27.94% obligation to BNA,, 86.30 ,Banking
Argentina,Corporacion Argentina de Productores,1994,Other,direct sale,, 1.90 ,Food Products
Argentina,Fabrica Militar Pilar,1994,Other,direct sale,, 2.80 ,Defense
Argentina,Yacimientos Carboniferos Fiscales,1994,Primary,10-year concession; subsidy US$22.5 Mn/year,, 22.50 ,Coal
Argentina,Puerto Nuevo Ciudad de Buenos Aires:Terminals 1-6,1994,Infrastructure,concession,,,Ports/Port Facilities
Argentina,Acceso Norte,1994,Infrastructure,22-year & 8 months concession,,,Roads
Argentina,Acceso Oeste,1994,Infrastructure,22-year & 8 months concession,,,Roads
Argentina,Acceso Ricchieri,1994,Infrastructure,22-year & 8 months concession,,,Roads
Argentina,"Puerto Nuevo Ciudad de Buenos Aire:Terminal 1,2",1994,Infrastructure,20-year concession,,,Ports/Port Facilities
Argentina,Ferrocarriles Metropolitanos (FEMESA):Linea Belgano Norte,1994,Infrastructure,10-year concession,,,Railroads
Argentina,Ferrocarriles Metropolitanos (FEMESA):Linea San Martin,1994,Infrastructure,10-year concession,,,Railroads
Argentina,Ferrocarrils Metropolitanos (FEMESA):Linea Belgano Sur,1994,Infrastructure,10-year concession,,,Railroads
Argentina,Empresa Lineas Maritimas Argentinas,1994,Infrastructure,direct sale,, 14.60 ,Shipping
Argentina,Hidroelectrica Rio Juramento SA,1995,Infrastructure,30-year concession,, 41.10 ,Power Utility
Argentina,"Hidroelectrica Futaleufu, SA",1995,Infrastructure,direct sale,, 226.00 ,Power Utility
Argentina,Edesur,1995,Infrastructure,direct sale,, 390.00 ,Electricity
Argentina,Polisur,1995,Energy,direct sale,, 193.00 ,Petrochemicals
Argentina,Vias Navegables,1995,Infrastructure,Concession,,,Transport
Argentina,Femesa - Roca Line,1995,Infrastructure,10-year concession,,,Transport
Argentina,Femesa - Mitre Line,1995,Infrastructure,10-year concession,,,Transport
Argentina,Femesa - Sarmiento Lin,1995,Infrastructure,10-year concession,,,Transport
Argentina,Hidroelectrica Tucuman S.A.,1996,Infrastructure,Direct sale,, 4.60 ,Power
Argentina,Hidrotermica San Juan S.A.,1996,Infrastructure,Direct sale,, 12.30 ,Power
Argentina,Companhia Electrica de Salta,1996,Infrastructure,Direct sale,, 45.00 ,Power
Argentina,Empresa Jujena de Energia,1996,Infrastructure,Direct sale,, 46.09 ,Power
Argentina,Electricidad de la Plata,1996,Infrastructure,Direct sale,, 55.00 ,Power
Argentina,Empresa Electrica San Juan,1996,Infrastructure,Direct sale,, 63.30 ,Power
Argentina,Energia de Rio Negro,1996,Infrastructure,Direct sale,, 98.00 ,Power
Argentina,Edenor,1996,Infrastructure,Direct sale,, 157.00 ,Power
Argentina,Empresa de Distribucion de Electricidade de Entre Rios,1996,Infrastructure,Direct sale,, 161.00 ,Power
Argentina,Luis Piedrabuena de Bahia Blanca plant,1997,Infrastructure,Private  sale,, 30.30 ,Power
Argentina,Empresa Social de Buenos Aires (Eseba) (Transba),1997,Infrastructure,Private  sale,, 220.00 ,Utility
Argentina,Atlantic area electricity distribution,1997,Infrastructure,Private  sale,, 404.60 ,Electricity distributor/power
Argentina,EDEN and EDES,1997,Infrastructure,Private  sale,, 565.00 ,Power
Argentina,Merco Banca,1997,Financial,Private  sale,, 50.00 ,Banking
Argentina,Encotesa,1997,Services,Private  sale,," 3,096.00 ",Postal service
Argentina,Gas Natural Buenos Aires Norte (Gas Natural Ban) (GasBAN),1998,Infrastructure,Public Offer,, 83.00 ,Gas
Argentina,Empresa de Energia de Mendoza (Edemsa),1998,Infrastructure,Direct sale,, 237.70 ,Electricity
Argentina,Banco de Santa Fe,1998,Financial,Direct sale,, 57.30 ,Banking
Argentina,Entel,1998,Infrastructure,,,,Telephone Services
Argentina,Argentine airports,1998,Infrastructure,Concession (20-year),,,Airport
Argentina,Obras Sanitarias Mendoza,1998,Infrastructure,Concession (95-year),, 132.70 ,Water and Sewerage
Argentina,Yacimietos Petroliferos Fiscales (YPF),1999,Energy,Trade sale,," 15,400.00 ",Mining and quarrying (Oil and gas)
Argentina,Banco Hipotecario Nacional (BHN-national mortgage bank),1999,Financial,,, 260.00 ,Financial Intermediation (Banking)
Argentina,Banco Hipotecario,1999,Financial,IPO,, 496.50 ,Financial Intermediation (Banking)
Armenia,Erebuni,1996,Services,Sale of shares,, 0.75 ,Industry
Armenia,Agricultural land,1991,Manufacturing & Services,,,,Agribusiness
Armenia,Vanadzor Ardvin elect. enterprise,1996,Infrastructure,Sale of shares,, 0.52 ,Electricity
Armenia,Agroservice (Ashtarak),1996,Manufacturing & Services,Sale of shares,, 0.24 ,Agriculture
Armenia,Agroservice (Aragats),1996,Manufacturing & Services,Sale of shares,, 0.27 ,Agriculture
Armenia,Varnish plant,1996,Manufacturing & Services,Sale of shares,, 0.29 ,Chemicals
Armenia,Berriutun (Gagarin),1996,Manufacturing & Services,Sale of shares,, 0.30 ,Agriculture
Armenia,Arzni poultry factory,1996,Manufacturing & Services,Sale of shares,, 0.30 ,Agriculture
Armenia,Yerevan technological equipment,1996,Manufacturing & Services,Sale of shares,, 0.31 ,Machinery
Armenia,Agroservice (Vardenis),1996,Manufacturing & Services,Sale of shares,, 0.31 ,Agriculture
Armenia,Sevan poultry plant,1996,Manufacturing & Services,Sale of shares,, 0.32 ,Agribusiness
Armenia,Yerevan eastern production enterprise,1996,Manufacturing & Services,Sale of shares,, 0.33 ,Agriculture
Armenia,Aviasark,1996,Manufacturing & Services,Sale of shares,, 0.33 ,Machinery
Armenia,Artashat poultry plant,1996,Manufacturing & Services,Sale of shares,, 0.33 ,Agribusiness
Armenia,Agroservice (Ani),1996,Manufacturing & Services,Sale of shares,, 0.34 ,Agriculture
Armenia,Agroservice (Idjevan),1996,Manufacturing & Services,Sale of shares,, 0.35 ,Agriculture
Armenia,Hrazdanshin,1996,Manufacturing & Services,Sale of shares,, 0.35 ,Machinery
Armenia,Van (subsidiary of Erebuni),1996,Manufacturing & Services,Sale of shares,, 0.38 ,Machinery
Armenia,Yeraskh wine enterprise,1996,Manufacturing & Services,Sale of shares,, 0.41 ,Agribusiness
Armenia,Agricultural machine enterprise,1996,Manufacturing & Services,Sale of shares,, 0.42 ,Machinery
Armenia,Guimry tinned meat food plant,1996,Manufacturing & Services,Sale of shares,, 0.44 ,Agribusiness
Armenia,Vedi construction mater. plant,1996,Manufacturing & Services,Sale of shares,, 0.44 ,Construction
Armenia,Matan Tigrara,1996,Manufacturing & Services,Sale of sahres,, 0.45 ,Agriculture
Armenia,Haiardmontazh,1996,Manufacturing & Services,Sale of shares,, 0.45 ,Construction
Armenia,Agroservice (Shahumian),1996,Manufacturing & Services,Sale of shares,, 0.48 ,Agriculture
Armenia,Yerfrez,1996,Manufacturing & Services,Sale of shares,, 0.51 ,Machinery
Armenia,Agroservice (Nurnus),1996,Manufacturing & Services,Sale of shares,, 0.51 ,Agriculture
Armenia,Agricult. constr. assembling enterprise,1996,Manufacturing & Services,Sale of shares,, 0.53 ,Agriculture
Armenia,Agrocomplect,1996,Manufacturing & Services,Sale of shares,, 0.55 ,Agriculture
Armenia,"Ijevan ""Bentonit""",1996,Manufacturing & Services,Sale of shares,, 0.58 ,Construction
Armenia,Ukrshin,1996,Manufacturing & Services,Sale of shares,, 0.60 ,Construction
Armenia,Equipment plant,1996,Manufacturing & Services,Sale of shares,, 0.78 ,Machine tools
Armenia,Garni,1996,Manufacturing & Services,Sale of shares,, 0.82 ,Machinery
Armenia,Armavto,1996,Manufacturing & Services,Sale of shares,, 0.87 ,Machinery
Armenia,Armagric. techniques,1996,Manufacturing & Services,Sale of shares,, 0.94 ,Agriculture
Armenia,Arteni wine enterprise,1996,Manufacturing & Services,Sale of shares,, 0.95 ,Agribusiness
Armenia,Yerevan hydrohaghordak ent.,1996,Manufacturing & Services,Sale of shares,, 1.00 ,Machinery
Armenia,Yerevan label enterprise,1996,Manufacturing & Services,Sale of shares,, 1.05 ,Agriculture
Armenia,"Yerevan ""Urartu"" enterprise",1996,Manufacturing & Services,Sale of shares,, 1.20 ,Agriculture
Armenia,Ararat wine plant,1996,Manufacturing & Services,Sale of shares,, 1.45 ,Agribusiness
Armenia,Berriutun (Yeraskh),1996,Manufacturing & Services,Sale of shares,, 1.87 ,Agriculture
Armenia,Sevan insulator plant,1996,Manufacturing & Services,Sale of shares,, 3.48 ,Machinery
Armenia,Garva Mink,1996,Other,Sale of shares,, 0.28 ,Unknown
Armenia,Kadjaran mine constr. plant,1996,Primary,Sale of shares,, 0.38 ,Mining
Armenia,Yeghvard sport shoes,1996,Services,Sale of shares,, 0.24 ,Industry
Armenia,"Echmiadzin ""Karin"" enteprise",1996,Services,Sale of shares,, 0.27 ,Industry
Armenia,Aintap,1996,Services,Sale of shares,, 0.27 ,Industry
Armenia,Steparavan furniture plant,1996,Services,Sale of shares,, 0.28 ,Industry
Armenia,Tughtard,1996,Services,Sale of shares,, 0.28 ,Industry
Armenia,Guimry truck enterprise,1996,Services,Sale of shares,, 0.28 ,Industry
Armenia,Ayas wear factory,1996,Services,Sale of shares,, 0.30 ,Industry
Armenia,Vanadzor cotton factory,1996,Services,Sale of shares,, 0.32 ,Trade
Armenia,Tara repairing factory,1996,Services,Sale of shares,, 0.35 ,Industry
Armenia,Hatis,1996,Services,Sale of shares,, 0.36 ,Industry
Armenia,Arshaluis affil. of Guimry enterprise,1996,Services,Sale of shares,, 0.39 ,Industry
Armenia,Lux enterprise,1996,Services,Sale of shares,, 0.40 ,Industry
Armenia,Electric precision instrument,1996,Services,Sale of shares,, 0.43 ,Industry
Armenia,Haitarbernutmetsar (wholesale),1996,Services,Sale of shares,, 0.50 ,Trade
Armenia,Kanaker shoes factory,1996,Services,Sale of shares,, 0.61 ,Industry
Armenia,Van,1996,Services,Sale of shares,, 0.71 ,Industry
Armenia,Leather production plant,1996,Services,Sale of shares,, 0.76 ,Industry
Armenia,Poliplast,1996,Services,Sale of shares,, 1.04 ,Industry
Armenia,Rastr,1996,Services,Sale of shares,, 1.33 ,Industry
Armenia,Yerevan clocks plant,1996,Services,Sale of shares,, 2.70 ,Industry
Armenia,Repairing enterprise,1996,Infrastructure,Sale of shares,, 0.30 ,Transport
Armenia,Armentel,1997,Infrastructure,Private sale,, 142.50 ,Telecom
Armenia,Yerevan Brandy,1998,Manufacturing & Services,Direct sale,, 30.00 ,Beverages/ Manufacturing
Armenia,Gyumri Crude Petroleum SCJSC,1999,Energy,Public offering,, 0.00 ,Oil and gas
