Country,Company Name,Year,Sector,DealType,DealSubtype, Proceeds ($ millions) 
Georgia,"Building-constructions ?1, ?2, ?3,?#4, ?5 and #6under the state ownership with total area of 13983,40 sq. m and attached plot (6101 sq. m), located on ?29, Rustaveli ave, Tbilisi.",2007,Financial,,, 15.00 
Georgia,"Building-constructions and attached plot (18352 sq. m), located on 8, Navtlugi str, Tbilisi",2007,Financial,Auction with conditions,, 1.52 
Georgia,"Building-constructions and attached plot (4311 sq. m), located on 47, Tsereteli ave, Tbilisi.",2007,Financial,Auction,, 4.20 
Georgia,"Building-constructions and attached plot (6 ha), located on the territory of Okrokana, Tabakhmela municipality, Gardabani region",2007,Financial,Auction,, 1.40 
Georgia,"Building-constructions and attached plot located on 1, Kojori str, Tbilisi",2007,Financial,Auction,, 1.12 
Georgia,"Building-constructions and attached plot located on 2, Tvalchrelidze str, Tbilisi",2007,Financial,Auction,, 4.13 
Georgia,"Building-constructions and attached plot located on 5, Sandro Euli str, saburtalo, V quarter, Tbilisi",2007,Financial,Auction,, 1.94 
Georgia,"Building-constructions and attached plot located on the crossroad of Pushkini and Shavsheti strs, Batumi",2007,Financial,Auction,, 1.04 
Georgia,"Building-constructions and attached plots under the state ownership, located on Kojori highway, Tbilisi",2007,Financial,Direct Sale,, 4.50 
Georgia,"Building-constructions and partially attached plot (8424, 2 sq. m), located on 70, Uznadze str, Tbilisi",2007,Financial,Auction with conditions,, 1.72 
Georgia,"Building-constructions and partially attached plot, located on 8, T. Eristavi str, Tbilisi",2007,Financial,Auction,, 2.82 
Georgia,Building-constructions at precincts of Tsiteli Khidi (Red bridge) highway and “Dosaaph” ,2007,Financial,Auction with conditions,, 3.82 
Georgia,"Building-constructions located at the precincts of Lisi lake, Tbilisi",2007,Financial,Auction,, 182.00 
Georgia,"Buildings and property located on ?2, Zedazeni str, Tbilisi",2007,Financial,,, 1.02 
Georgia,"Buildings- constructions located on 71 Ketevan Tsamebuli str.,Tbilis",2007,Financial,Direct Sale,, 11.90 
Georgia,"Movable-immovable property, located on 88, Avtomshenebeli str, Kutaisi.",2007,Financial,Auction with conditions,, 1.52 
Georgia,Non-agricultural lands - Khobi region,2007,Financial,Direct Sale,, 7.25 
Georgia,"Non-dwelling area (207,76 sq. m) and partially attached plot, located on 44, Rustraveli ave/35, Griboedovi str, Tbilisi",2007,Financial,Auction,, 1.42 
Georgia,"Non-dwelling area and partially attached plot on 32, Rustaveli ave, Tbilisi",2007,Financial,Auction,, 2.02 
Georgia,"Non-dwelling area of the premises (pool and plot), located on ?2/4, Rustaveli ave, Tbilisi",2007,Financial,,, 1.50 
Georgia,"Non-dwelling area on the I floor of the building, basement, entresol - 24, Rustaveli ave., 1, M. Lagidze str, Tbilisi",2007,Financial,Auction,, 1.30 
Georgia,"Plot with building-construction located on 77, Kostava str, Tbilisi.",2007,Financial,Auction,, 1.32 
Georgia,"Property (buildings (Mottled bathhouse )and plot (784 sq. m), located on 2, Abano str, Tbilisi",2007,Financial,Auction with conditions,, 1.00 
Georgia,"Property located on 1, Grishashvili str, Tbilisi",2007,Financial,Auction,, 1.09 
Georgia,"Property under the state ownership located in Tamari settlement, Batumi",2007,Financial,Direct Sale,, 27.10 
Georgia,Tbilisi Universal Trading Warehouse,2007,Financial,Auction,, 1.62 
Georgia,Batumi International Airport ,2007,Infrastructure,Management and lease contract,Lease contract (100%), 28.50 
Georgia,Batumi International Container Terminal,2007,Infrastructure,Concession,"Rehabilitate, operate, and transfer (100%)", 31.00 
Georgia,Chkhori and Kinkisha hydropower plants,2007,Infrastructure,Divestiture,Partial (73.9%), 1.90 
Georgia,"EnergoPro hydro plant (Lajanuri, Rioni, Gumati, Shaori, Dzevrula and Ats) ",2007,Infrastructure,Divestiture,Full , 91.00 
Georgia,GeoComInvest,2007,Infrastructure,Greenfield project,Merchant (100%), 10.20 
Georgia,Tbilisi Water System,2007,Infrastructure,Divestiture,Full , 85.00 
Georgia,United Energy Distribution Company of Georgia (UEDC) and Distribution Company of Adjara (EDCA),2007,Infrastructure,Divestiture,Full , 38.80 
Georgia,Ortachala hydropower plant 2007 LLC,2008,Infrastructure,Auction,,25.25
Georgia,Regional Gas Distribution Companies Privatization,2008,Infrastructure,Divestiture,Full ,10.00
Georgia,Ialoni LLC,2008,Competitive,Auction,,1.05
Georgia,"Premises (buildings (former arsenal of the military camp _17) and plot with total area of 772958 sq. m), located on Gedevanishvili str, Tbilisi",2008,Financial,Auction (with conditions),,38.02
Georgia,"Property (Building with total area of 8594 sq. m and plot (139 00 sq. m), located on 29a, Gagarini str, Tbilisi.",2008,Financial,Auction (with conditions),,8.70
Georgia,"Property (Buildings and plot (32144 sq. m), located on 87, Kakheti highway, Tbilisi",2008,Financial,Auction,,3.25
Georgia,"Property (building under construction and land plot with total area of 5059 sq. m), located on 77, Kostava str, Tbilisi",2008,Financial,Auction,,2.05
Georgia,"Property under the state ownership(1700, 52 sq. m of non-dwelling area under the state ownership (802, 89 sq. m of area on the III floor; 775, 83 on the IV floor and 121, 8 sq. m on the VI floor of the building _1 and partially attached plot (cadastral code of the real property _011505046001), located on 12, Rustaveli ave, Tbilisi",2008,Financial,Direct sale,,2.00
Georgia,"Property (buildings with total area of 244, 29 sq. m, buildings #4 and #5, attached plot with total area of 3531 sq. m), located on the right embankment of the River Mtkvari, adjacent to the Dry Bridge, Tbilisi.",2008,Financial,Auction,,1.77
Georgia,Satburi LLC and Krtsanisi 2000 LLC,2008,Financial,Auction,,1.75
Georgia,Akhalkalaki printing house” LLC,2008,Financial,Auction,,1.55
Georgia,"Property (Building with total area of 3003.37 sq.m. and plot), located on 29, Leselidze str, Tbilisi.",2008,Financial,Auction,,1.55
Georgia,Gori sleeper factory,2008,Financial,Auction,,1.50
Georgia,"Property (buildings _1 and _2 with total area of 5353 sq. m and plot (5002 sq. m), located on Nutcubidze slope, I m/r, Tbilisi",2008,Financial,Auction (with conditions),,1.12
Georgia,"Property (building with total area of 1996.8 sq.m and plot (14370 sq. m), located in village Gonio, Khelvachauri region",2008,Financial,Auction,,1.10
Georgia,"Non-dwelling area 452,22 sq.m) building lit ""b"" and plot, located on 6-8, Abastumani/19, Tsabadzestr., Tbilisi",2008,Financial,Auction,,1.05
Georgia,"Property (buildings and plot with total area of 1932 s. m), located on _23, Al. Kazbegi ave, Tbilisi",2008,Financial,Auction,,1.04
Georgia,Resort Tsiashi LLC,2008,Competitive,Auction,,1.55
Georgia,Poti Sea Port Development,2008,Infrastructure,Divestiture,Full ,145.00
Georgia,Interchaburghilservisi LLC,2008,Primary,Auction,,1.55
Ghana,Cocoa Processing Company,2002,Competitive,Divestiture,Partial, 27.95 
Ghana,Port of Tema,2003,Infrastructure,Concession,"Rehabilitate, operate, and transfer",
Ghana,Mobitel Ghana,2004,Infrastructure,Greenfield project,"Build, own, and operate", 22.50 
Ghana,Scancom,2004,Infrastructure,Greenfield project,"Build, own, and operate", 22.50 
Ghana,Westel,2007,Infrastructure,Divestiture,Partial (75%), 120.00 
Ghana,Ghana Telecom Second Divestiture,2008,Infrastructure,Divestiture,Partial,900.00
Ghana,Globacom Ghana,2008,Infrastructure,Greenfield project,Merchant ,50.00
Guinea,Cellcom Guinee,2006,Infrastructure,Greenfield,, 38.00 
Guinea-Bissau,Spacetel Guinea-Bissau,2004,Infrastructure,Greenfield project,"Build, own, and transfer", 1.00 
Guinea-Bissau,Orange Bissau,2007,Infrastructure,Greenfield project,Merchant (100%), 6.80 
Honduras,Digicel Honduras ,2007,Infrastructure,Greenfield project,Merchant (100%), 80.10 
Hungary,ICN Magyarorszag Rt,2000,Competitive,,, 4.38 
Hungary,New York Palace,2000,Competitive,,, 8.86 
Hungary,Hungarian Commercial and Credit Bank,2000,Financial,,, 36.68 
Hungary,ITC Real Estate Agency,2000,Financial,Divestiture,, 6.32 
Hungary,K&H Bank,2000,Financial,,, 36.50 
Hungary,Nitrokemia 2000 Rt (APV Rt),2000,Primary,Divestiture,, 1.48 
Hungary,Hungaropharma,2001,Competitive,,, 14.39 
Hungary,Malev Pannonia,2001,Competitive,Divestiture,, 22.00 
Hungary,Budapest Bank,2001,Financial,Divestiture,, 1.52 
Hungary,K&H Bank,2001,Financial,Divestiture,Partial, 36.50 
Hungary,MAV Hajdu,2001,Other,,, 3.50 
Hungary,Hungaropharma,2002,Competitive,,, 16.80 
Hungary,FHB Bank Rt,2003,Financial,Divestiture,Partial, 133.90 
Hungary,Földhitel és Jelzálogbank Rt.,2003,Financial,,, 52.78 
Hungary,Hajogyari Sziget Vagupmlezelo Kft,2003,Financial,,, 20.94 
Hungary,Konzumbank Rt.,2003,Financial,Private Sale,, 50.04 
Hungary,Postabank Rt.,2003,Financial,Divestiture,, 469.38 
Hungary,Dunaferr Rt.,2003,Primary,,, 2.07 
Hungary,BÃ³lyi Mg Rt,2004,Competitive,Private Sale,, 25.31 
Hungary,HÃ³d-MezÃµgazda Rt.,2004,Competitive,Private Sale,, 11.14 
Hungary,Nemzeti TankÃ¶nyvkiadÃ³ Rt.,2004,Competitive,Private Sale,, 12.94 
Hungary,Six Agricultural Farms,2004,Competitive,Private Sale,, 63.90 
Hungary,Egaz,2004,Energy,Private Sale,, 54.74 
Hungary,MOL Rt,2004,Energy,Public Offer,, 359.80 
Hungary,MOL Rt,2004,Energy,Public Offer,, 15.60 
Hungary,MOL Rt. (gas assets),2004,Energy,Private Sale,, 535.50 
Hungary,Forras Rt,2004,Financial,Private Sale,, 19.38 
Hungary,Magyar Telekom (former Matav),2004,Infrastructure,,, 25.00 
Hungary,Pannon,2004,Infrastructure,Greenfield project,"Build, own, and operate", 103.00 
Hungary,Antenna Hungaria,2005,Competitive,Private Sale,, 238.17 
Hungary,Hungexpo Rt,2005,Competitive,Private Sale,, 39.05 
Hungary,National Textbook Publisher Ltd,2005,Competitive,Private Sale,, 16.80 
Hungary,Telit Rt. (spin off MATAV Rt.),2005,Competitive,Private Sale,, 2.73 
Hungary,Budapest International Airport,2005,Infrastructure,Concession,"Rehabilitate, operate, and transfer"," 2,320.00 "
Hungary,MOL Foldgazellato Rt,2006,Energy,Divestiture,Partial (75%), 479.00 
Hungary,Budapesti Szabadkikoto Logisztikai (BSZL),2006,Infrastructure,Divestiture,Partial (50%), 23.19 
Hungary,Magyar Olaj-es Gazipari (MOL),2006,Infrastructure,Divestiture,Partial," 1,419.00 "
Hungary,Malev,2007,Competitive,,Partial (99.95%), 173.27 
Hungary,FHB Bank Rt,2007,Financial,,Partial (50%), 357.00 
India,MFIL Phase II,2000,Competitive,Divestiture,Full, 9.80 
India,Modern Food Industries Ltd,2000,Competitive,Divestiture,Partial, 23.40 
India,Bharat Aluminium Corp,2001,Competitive,Divestiture,Full, 183.80 
India,CMC,2001,Competitive,Divestiture,Full, 33.80 
India,HCI (3 Hotels),2001,Competitive,Divestiture,Full, 13.30 
India,HTL,2001,Competitive,Divestiture,Full, 12.20 
India,ITDC (19 Hotels),2001,Competitive,Divestiture,Partial, 98.70 
India,Bharti Telesonic Limited,2001,Infrastructure,Divestiture,Partial, 21.00 
India,Hutchison Essar South Limited,2001,Infrastructure,Public Offers,, 97.30 
India,PPL,2002,Competitive,Private Sale,, 33.56 
India,IBP,2002,Energy,Private Sale,, 256.22 
India,IPCL Indian Petrochemicals Corp,2002,Energy,Divestiture,Full, 331.11 
India,Bharti Telesonic Limited,2002,Infrastructure,Divestiture,Full, 10.30 
India,Delhi Vidyut Board Distribution,2002,Infrastructure,Divestiture,Partial, 98.50 
India,Escorts Telecom Limited,2002,Infrastructure,Divestiture,Full, 53.30 
India,Network i2i Ltd.,2002,Infrastructure,Divestiture,Full, 5.20 
India,Reliance Communications Limited,2002,Infrastructure,Divestiture,Full, 10.20 
India,VSNL,2002,Infrastructure,Private Sale,, 819.78 
India,"HZL, Hindustan Zinc Ltd.",2002,Primary,Private Sale,, 98.89 
India,Chittoor Cooperative Sugars Ltd,2003,Competitive,Divestiture,Full, 4.60 
India,ICI,2003,Competitive,Concession,"Build, rehabilitate, operate, and transfer", 17.10 
India,Jessop,2003,Competitive,Concession,"Build, rehabilitate, operate, and transfer", 15.00 
India,Maruti Udyog II,2003,Competitive,Divestiture,Full, 220.70 
India,Maruti Udyog Ltd,2003,Competitive,Concession,"Build, rehabilitate, operate, and transfer", 213.50 
India,Nizamabad Cooperative Sugar Factory,2003,Competitive,Greenfield project,"Build, own, and operate", 2.41 
India,Sri Venkateshwara Cooperative Sugar Factory,2003,Competitive,Greenfield project,"Build, own, and transfer", 4.87 
India,West Godavari Cooperative Sugar Factory Ltd,2003,Competitive,Greenfield project,"Build, own, and operate", 7.89 
India,Raisen-Rahatgarh Road,2003,Infrastructure,Greenfield project,"Build, own, and operate",
India,Reliance Communications Limited,2003,Infrastructure,Greenfield project,"Build, own, and operate", 350.00 
India,Sagar-Damoh-Jabalpur Road,2003,Infrastructure,Greenfield project,"Build, own, and operate",
India,Seoni-Balaghat-Gondia Road,2003,Infrastructure,Greenfield project,"Build, own, and operate",
India,CMC,2004,Competitive,Public Offer,26% Disinvestment, 43.86 
India,Dredging Company,2004,Competitive,Public Offer,20% Disinvestment, 51.00 
India,IPCL,2004,Competitive,Direct Sale,5% sale to employees, 14.96 
India,Gas Authority of India Ltd,2004,Energy,Public Offer,"10% Disinvestment, Share Issue", 196.60 
India,IBP Ltd,2004,Energy,Public Offer,26% Disinvestment, 80.80 
India,ONGC,2004,Energy,Public Offer,"10% Disinvestment, Share Issue"," 2,300.00 "
India,Aircel Cellular Ltd.,2004,Infrastructure,Greenfield project,"Build, own, and operate", 10.20 
India,GAIL (India) Limited,2004,Infrastructure,,, 353.00 
India,Hutchison Essar South Limited,2004,Infrastructure,Greenfield project,"Build, own, and transfer", 6.80 
India,Mumbai-Pune Expressway and Mumbai-Pune section of National Highway 4,2004,Infrastructure,Concession,"Build, rehabilitate, operate, and transfer", 202.60 
India,National Thermal Power Corp Ltd,2004,Infrastructure,Public Offer,, 592.00 
India,Indraprastha Gas Limited,2005,Infrastructure,,, 41.00 
India,Panipat Elevated Express Highway,2005,Infrastructure,Concession,"Build, rehabilitate, operate, and transfer", 21.90 
India,Bangalore Elevated Tollway Limited,2006,Infrastructure,Concession,"Build, rehabilitate, operate and transfer", 4.00 
India,"Delhi International Airport, Ltd.",2006,Infrastructure,Concession,"Build, rehabilitate, operate and transfer", 33.00 
India,GMR Ambala Chandigarh Expressway Pvt. Ltd.,2006,Infrastructure,Concession,"Build, rehabilitate, operate and transfer", 23.00 
India,GMR Jadcherla Expressways Pvt. Ltd.,2006,Infrastructure,Concession,"Build, rehabilitate, operate and transfer", 18.00 
India,GMR Ulundurpet Expressways Pvt. Ltd.,2006,Infrastructure,Concession,"Build, rehabilitate, operate and transfer", 34.00 
India,Guna Infrastructure Limited,2006,Infrastructure,Concession,"Build, rehabilitate, operate and transfer", 4.00 
India,Guruvayoor Infrastructure Private Limited,2006,Infrastructure,Concession,"Build, rehabilitate, operate and transfer", 48.00 
India,IDAA Infrastructure Private Limited,2006,Infrastructure,Concession,"Build, rehabilitate, operate and transfer", 111.00 
India,Ircon-Soma Tollway Private Limited,2006,Infrastructure,Concession,"Build, rehabilitate, operate and transfer", 13.00 
India,L&T Krishnagiri Thopurghat Toll Road Private Limited,2006,Infrastructure,Concession,"Build, rehabilitate, operate and transfer", 31.00 
India,L&T Vadodara-Bharuch Tollway Limited,2006,Infrastructure,Concession,"Build, rehabilitate, operate and transfer", 104.00 
India,Mumbai International Airport Pvt. Ltd.,2006,Infrastructure,Concession,"Build, rehabilitate, operate and transfer", 33.00 
India,Oriental Pathways (Agra) Private Limited,2006,Infrastructure,Concession,"Build, rehabilitate, operate and transfer", 1.00 
India,Oriental Pathways (Indore) Private Limited,2006,Infrastructure,Concession,"Build, rehabilitate, operate and transfer", 1.00 
India,Jaora Nayagaon Road Project,2007,Infrastructure,Concession,"Build, rehabilitate, operate, and transfer (100%)", 49.92 
India,Nelamangala-Bangalore NH-4,2007,Infrastructure,Concession,"Build, rehabilitate, operate, and transfer (100%)", 35.51 
India,Power Grid Corporation of India Limited (PGCIL),2007,Infrastructure,IPO,Partial (13.6%), 243.00 
India,Salem to Karur (NH-7),2007,Infrastructure,Concession,"Build, rehabilitate, operate, and transfer (100%)", 12.00 
India,Thrissur Edapalli Project on NH-47,2007,Infrastructure,Concession,"Build, rehabilitate, operate, and transfer (100%)", 21.10 
India,Rural Electrification Corp.,2008,Financial,IPO,,415.00
India,Reliance Communications Limited,2008,Infrastructure,Greenfield project,,386.65
India,Idea Cellular,2008,Infrastructure,Greenfield project,,160.32
India,Tata Teleservices Limited,2008,Infrastructure,Greenfield project,,91.90
India,Shyam Telelink Ltd.,2008,Infrastructure,Greenfield project,,50.00
India,"Halol-Godhra-Shamlaji, Ahmedabad-Viramgam-Maliya, Rajkot-Jamnagar-Vadinar",2008,Infrastructure,Concession,"Build, rehabilitate, operate, and transfer",682.00
India,Haldia Water Management Limited,2008,Infrastructure,Concession,"Build, rehabilitate, operate, and transfer",44.80
Indonesia,Bank Central Asia,2000,Financial,Divestiture,Partial, 114.90 
Indonesia,PT Transportasi Gas Indonesia,2002,Infrastructure,Public Offers,, 187.60 
Indonesia,Indocement Tunggal Prakarsa PT(Heidelberger Zement AG),2003,Competitive,Public Offers,, 97.00 
Indonesia,Wisma Nusantara International PT,2003,Competitive,Concession,"Rehabilitate, operate, and transfer", 30.00 
Indonesia,Bank Danamon Tbk PT,2003,Financial,Public Offers,, 134.70 
Indonesia,Bank Rakyat Indonesia PT,2003,Financial,Public Offers,, 429.30 
Indonesia,Terminal Petikemas Makassar (TPM),2003,Infrastructure,Divestiture,Partial,
Indonesia,Bank Mandiri,2004,Financial,Public Offer,& Placement, 330.00 
Indonesia,Bank Permata,2004,Financial,Strategic Sale,, 235.00 
Indonesia,PT Bank Danamon Indonesia,2004,Financial,Strategic Sale,, 276.10 
Indonesia,Bank Central Asia,2005,Financial,Strategic Sale,, 212.80 
Indonesia,Bank Niaga,2005,Financial,,, 235.00 
Indonesia,PT Excelcomindo Pramata (XL),2006,Infrastructure,Greenfield,, 20.00 
Indonesia,PT Indonesian Satellite Corporation,2006,Infrastructure,Divestiture,Partial, 17.00 
Indonesia,PT Perusahaan Gas Negara,2006,Infrastructure,Divestiture,Partial, 232.50 
Indonesia,PT Jasa Marga (Persero) Tbk,2007,Infrastructure,Divestiture,Partial (30%), 371.90 
Iran,Irancell,2005,Infrastructure,Greenfield project,"Build, own, and transfer", 350.00 
Iran,Khoy Combined Cycle Power Plant,2005,Infrastructure,Divestiture,Full,
"Iran, Islamic Rep.",Telecommunication Company of Iran,2008,Infrastructure,Divestiture,Partial,370.00
Iraq,Korek Telecom,2007,Telecommunications,Greenfield project,Merchant (100%)," 1,250.00 "
Jamaica,Digicel Jamaica,2001,Infrastructure,Greenfield project,"Build, own, and operate", 47.50 
Jamaica,Jamaica Public Service Co.,2001,Infrastructure,Divestiture,Partial, 201.00 
Jamaica,Oceanic Digital Jamaica,2001,Infrastructure,Greenfield project,"Build, own, and operate", 45.00 
Jamaica,Digicel Jamaica,2006,Infrastructure,Greenfield,, 2.00 
Jordan,Jordanian Duty Free Markets,2000,Competitive,,, 60.00 
Jordan,Jordan Telecommunications Company,2000,Infrastructure,Divestiture,Partial, 508.00 
Jordan,RJ Aircraft Catering Center,2001,Competitive,Concession,, 20.00 
Jordan,Jordan Cement Factories,2002,Competitive,Concession,, 112.00 
Jordan,Arab Potash Company,2003,Primary,Divestiture,Partial, 173.00 
Jordan,Jordan Express Tourism Transport,2004,Competitive,,, 1.57 
Jordan,Jordan Aircraft Maintenance Co.,2005,Competitive,Tender,, 55.10 
Jordan,Jordan Airline Training and Simulation,2006,Competitive,Asset Sale,Partial (80%), 14.75 
Jordan,Jordan Airmotive Company (JALCO),2006,Competitive,Private Sale,, 11.10 
Jordan,Jordan Telecom,2006,Infrastructure,Divestiture,Partial (51%), 182.00 
Jordan,"Jordan Phosphate Mines, Co",2006,Primary,Asset Sale,Partial (37%), 111.00 
Jordan,Queen Noor Civil Aviation Technical College,2007,Competitive,Divestiture,, 4.20 
Jordan,Royal Jordanian Airlines,2007,Competitive,IPO,Partial (71%), 232.00 
Jordan,Central Electricity Generating Company (Cegco),2007,Infrastructure,Divestiture,Partial (51%), 320.00 
Jordan,Electricity Distribution Company (EDCO) and Irbid District Electricity Company (IDECO),2008,Infrastructure,Divestiture,Full ,104.00
Kazakhstan,Ekibastuz Power Station 2,2000,Infrastructure,Divestiture,Partial, 300.00 
Kazakhstan,Halyk Savings Bank,2001,Financial,Private Sale,, 41.00 
Kazakhstan,Sary-Arka Airport,2001,Infrastructure,,, 3.51 
Kazakhstan,Kazakmys,2001,Primary,,, 63.20 
Kazakhstan,SNPS-Aktobemunaigaz,2003,Energy,,, 149.55 
Kazakhstan,Kazakhstan Aluminium,2003,Primary,,, 21.02 
Kazakhstan,Kazakhstan Aluminum,2003,Primary,,, 21.83 
Kazakhstan,Kaztsink ,2005,Competitive,,, 110.93 
Kazakhstan,Kondensat ,2005,Competitive,,, 9.90 
Kazakhstan,Vasilkovskoye Zoloto,2005,Primary,,, 11.20 
Kazakhstan,Vasilkovskoye Zoloto,2005,Primary,,, 6.40 
Kazakhstan,KazMunaiGas,2006,Energy,Public Offering,26.6 million shares," 2,300.00 "
Kenya,Econet Kenya Limited,2004,Infrastructure,Greenfield project,"Build, own, and transfer", 27.00 
Kenya,Kenya Electricity Generating Company Limited,2006,Infrastructure,Divestiture,Partial (30%), 108.80 
Kenya,Kenya-Uganda Railways,2006,Infrastructure,Concession,"Rehabilitate, operate and transfer", 4.00 
Kenya,Telkom Kenya,2007,Infrastructure,Divestiture,Partial (51%), 390.00 
Kenya,Safaricom,2008,Infrastructure,IPO,Partial (25%),775.00
Kosovo,Pasuria Bujqësore,2008,Financial,,,1.62
Kosovo,"""Elektrotehna"" ",2008,Financial,,,1.54
Kosovo,Pasuria Bujqësore,2008,Financial,,,1.03
Kyrgyz Republic,Naryngidroenrgostroi,2005,Competitive,,, 0.17 
Kyrgyz Republic,Kadamzhaiskii Sur'myanyi Kombinat,2005,Primary,,, 2.37 
Latvia,Latvian Shipping Company,2002,Competitive,Divestiture,Partial, 57.32 
Latvia,Latvijas Gaze,2002,Infrastructure,,, 13.30 
Latvia,Latvian Savings Bank,2003,Financial,Divestiture,Partial, 7.19 
Latvia,Ventspils Nafta,2003,Primary,,, 7.95 
Latvia,Ventspils Nafta,2006,Infrastructure,Public Offering,Full/38.6%, 135.00 
Lebanon,Banque Du Liban,2005,Financial,Auction,Full, 236.00 
Lesotho,Telecom Lesotho,2001,Infrastructure,Divestiture,Partial, 17.00 
Libya,Sahara Bank,2007,Financial,Divestiture,, 205.00 
Lithuania,Development Bank,2000,Financial,,, 10.08 
Lithuania,Vilniaus Vingis,2001,Competitive,Divestiture,Full, 2.66 
Lithuania,Lithuanian Taupomasis,2001,Financial,,, 37.49 
Lithuania,LISCO,2001,Infrastructure,,, 47.60 
Lithuania,Agricultural Bank of Lithuania,2002,Financial,,, 17.91 
Lithuania,Lietuvos Dujos,2002,Infrastructure,,, 38.18 
Lithuania,Klaipedos Transporto Laivynas AB,2003,Competitive,,, 16.18 
Lithuania,Stumbras AB,2003,Competitive,,, 51.59 
Lithuania,Kauno Elektrine,2003,Infrastructure,,, 37.70 
Lithuania,Vakaru Skirstomieji Tinklai AB,2003,Infrastructure,,, 191.64 
Lithuania,Lietuvos Dujos,2004,Infrastructure,Private Sale,, 36.80 
Lithuania,AB Lietuvos Avialinijos,2005,Competitive,,, 9.45 
Lithuania,AB Spauda,2005,Competitive,,, 3.85 
Lithuania,Mazeiklis Nafta,2006,Energy,Divestiture,Partial (30.66%), 852.00 
Lithuania,Vilniaus Sigma AB,2008,Competitive,Private Sale,Partial (15.21%),1.86
"Macedonia, FYR",Epinal Hotel,2001,Competitive,,, 1.30 
"Macedonia, FYR",Cosmofon,2001,Infrastructure,Private Sale,, 25.00 
"Macedonia, FYR",Maktel,2001,Infrastructure,,, 341.30 
"Macedonia, FYR",Feni,2001,Primary,,, 2.30 
"Macedonia, FYR",Astibo,2003,Competitive,Greenfield project,"Build, own, and operate", 2.26 
"Macedonia, FYR",RZ Valavnica za Lenti AD - Skopje,2003,Competitive,,, 3.02 
"Macedonia, FYR",Vinarska Vizba AD – Tikves - Kavadarci,2003,Competitive,Divestiture,Partial, 2.80 
"Macedonia, FYR",Toplifikacija AD - Skopje,2003,Infrastructure,,, 3.25 
"Macedonia, FYR",ESM AD Elektrostopanstvo na Makedonija,2006,Infrastructure,Divestiture,Partial (90%), 274.00 
"Macedonia, FYR",Maktel,2006,Infrastructure,Divestiture,Partial, 79.00 
"Macedonia, FYR",VIP Macedonia,2007,Infrastructure,Greenfield project,Merchant (100%), 14.00 
Madagascar,SOLIMA,2001,Primary,Divestiture,Full, 36.00 
Madagascar,Hasyma,2004,Competitive,Tender,, 1.65 
Madagascar,Telecom Malagasy,2004,Infrastructure,Divestiture,Partial, 12.60 
Malawi,Malawi Telecommunications Ltd.,2006,Infrastructure,Divestiture,Partial (80%), 31.00 
Malaysia,Perbadanana Bekalan Air Pulau Pinang Sd Bhd,2002,Infrastructure,Private Sale,, 16.40 
Malaysia,Mardec Bhd,2003,Competitive,Concession,"Rehabilitate, operate, and transfer", 10.66 
Malaysia,Sabah Ports,2003,Infrastructure,Concession,"Rehabilitate, operate, and transfer", 55.20 
Malaysia,Senai International Airport,2003,Infrastructure,Divestiture,Partial, 281.00 
Malaysia,Kapar Power Station,2004,Infrastructure,Divestiture,Partial," 1,105.00 "
Malaysia,Telekom Malaysia,2004,Infrastructure,,, 765.80 
Mali,Société Nationale des Tabacs et Allumettes (SONATAM),2000,Competitive,Divestiture,Partial, 5.00 
Mali,Banque Malienne de Crédits et de Dépôts (BMCD),2000,Financial,Divestiture,Partial, 3.17 
Mali,L'Energie du Mali (EDM),2000,Infrastructure,Divestiture,Partial, 18.61 
Mali,Ikatel Mali,2002,Infrastructure,Greenfield project,"Build, own, and operate", 44.00 
Mauritania,Air Mauritanie,2000,Competitive,Divestiture,Partial, 5.24 
Mauritania,Mauritano-Tunisienne de Telecommunications SA,2000,Infrastructure,Greenfield project,"Build, own, and operate", 28.50 
Mauritania,Mauritel,2001,Infrastructure,Divestiture,Partial, 48.00 
Mauritius,Mauritius Telecom,2001,Infrastructure,Divestiture,Partial, 261.00 
Mexico,Distribuidora de Gas Natural de Jalisco,2000,Infrastructure,Divestiture,Full, 8.10 
Mexico,Northern Central Airports Group,2000,Infrastructure,Concession,"Build, rehabilitate, operate, and transfer", 91.40 
Mexico,Puebla Airport,2000,Infrastructure,Concession,"Rehabilitate, operate, and transfer", 80.00 
Mexico,Puebla-Tlaxcala Gas Distribution,2000,Infrastructure,Divestiture,Full, 10.10 
Mexico,Northern Central Airports Group,2005,Infrastructure,,, 203.30 
Mexico,Tepic-Villa Union Highway,2005,Infrastructure,Greenfield project,"Build, own, and transfer", 144.00 
Mexico,Yucatan Container Terminal,2005,Infrastructure,Concession,"Build, rehabilitate, operate, and transfer", 4.30 
Mexico,Grupo Aeropuertuario Centro Norte SA de CV,2006,Infrastructure,Concession,"Build, rehabilitate, operate and transfer", 376.00 
Mexico,Pacific Airports Group,2006,Infrastructure,Concession,"Build, rehabilitate, operate and transfer"," 1,000.00 "
Mexico,First FARAC Highway Concession Package ,2007,Infrastructure,Concession,"Build, rehabilitate, operate, and transfer (100%)"," 4,030.00 "
Mexico,Perote Banderilla Highway and Xalapa Bypass,2008,Infrastructure,Greenfield project,"Build, operate, and transfer",307.40
Mexico,Libramiento de Irapuato,2008,Infrastructure,Greenfield project,"Build, operate, and transfer",23.50
Moldova,Moldkarton,2000,Competitive,,, 2.15 
