Country,Company Name,Year,Sector,DealType,DealSubtype, Proceeds ($ millions) 
China,China Shenhua Energy Co,2007,Energy,IPO,A-shares," 9,124.00 "
China,PetroChina Co Ltd,2007,Energy,IPO,A-shares," 9,154.00 "
China,Bank of Beijing,2007,Financial,IPO,A-shares," 2,000.00 "
China,Bank of Communications,2007,Financial,IPO,," 3,454.00 "
China,Bank of Nanjing,2007,Financial,IPO,A-shares, 889.00 
China,Bank of Ningbo,2007,Financial,IPO,A-shares, 534.00 
China,China CITIC Bank Corporation,2007,Financial,IPO,," 6,051.00 "
China,China Construction Bank Corporations,2007,Financial,IPO,," 7,955.00 "
China,China Life Insurance Company,2007,Financial,IPO,," 3,881.00 "
China,China Pacific Insurance,2007,Financial,IPO,A-shares," 7,700.00 "
China,Ping An Insurance (Group) Company of China,2007,Financial,IPO,," 5,327.00 "
China,Baotou City Gas Company,2007,Infrastructure,Concession,"Rehabilitate, operate, and transfer (80%)", 19.34 
China,China Water Affairs Investment Co. Ltd,2007,Infrastructure,Divestiture,Partial (19.4%), 23.03 
China,Chongqing Yubei District Natural Gas Company Ltd ,2007,Infrastructure,Concession,"Rehabilitate, operate, and transfer (97.6%)", 15.13 
China,Danzhou City Water Distribution Network Project,2007,Infrastructure,Concession,"Rehabilitate, operate, and transfer (100%)", 4.47 
China,Gaoan City Water Affairs Group Ltd. ,2007,Infrastructure,Concession,"Rehabilitate, operate, and transfer (60%)", 13.16 
China,"Guangdong Xinhui Water Affairs Co., Ltd. ",2007,Infrastructure,Divestiture,Partial (39.9%), 9.70 
China,Haerbin Zhongqing Gas Company Limited ,2007,Infrastructure,Concession,"Rehabilitate, operate, and transfer (48%)", 62.80 
China,Haikou City No. 1 Water Affairs Company Limited,2007,Infrastructure,Concession,"Rehabilitate, operate, and transfer (49%)", 122.82 
China,Hanzhong City Xingyuan Water Supply Company Ltd,2007,Infrastructure,Concession,"Rehabilitate, operate, and transfer (100%)", 13.59 
China,"Jining Haiyuan Water Co., Ltd.",2007,Infrastructure,Concession,"Rehabilitate, operate, and transfer (70%)", 1.32 
China,"Jinzhou Water Affairs Group Co., Ltd. ",2007,Infrastructure,Divestiture,Partial (51%), 30.70 
China,Lanzhou City Water Supply Group ,2007,Infrastructure,Concession,"Rehabilitate, operate, and transfer (45%)", 206.60 
China,"Linyi Hedong Water Co., Ltd. ",2007,Infrastructure,Concession,"Rehabilitate, operate, and transfer (60%)", 5.92 
China,Nanjing City North Wastewater Treatment Plant,2007,Infrastructure,Concession,"Rehabilitate, operate, and transfer (100%)", 65.79 
China,Suzhou City Five Wastewater Treatment Plants,2007,Infrastructure,Concession,"Rehabilitate, operate, and transfer (100%)", 59.21 
China,Tianjin City North Water Affairs Company Limited,2007,Infrastructure,Concession,"Rehabilitate, operate, and transfer (49%)", 286.80 
China,Xi'an Xianyang International Airport Company Limited,2007,Infrastructure,Divestiture,Partial (24.5%), 263.16 
China,Xuyi County Water Supply Company,2007,Infrastructure,Concession,"Rehabilitate, operate, and transfer (100%)", 5.21 
China,Yangzhong City Water Company,2007,Infrastructure,Concession,"Rehabilitate, operate, and transfer (75%)", 6.45 
China,Yantai Rising Dragon International Container Terminals Ltd,2007,Infrastructure,Concession,"Rehabilitate, operate, and transfer (60%)", 101.56 
China,"Yichun City Water Supply Co., Ltd.",2007,Infrastructure,Concession,"Rehabilitate, operate, and transfer (51%)", 3.95 
China,Zhoukou City Water Affairs Group Ltd. ,2007,Infrastructure,Concession,"Rehabilitate, operate, and transfer (60%)", 6.58 
China,Aluminum Corporation of China (Chalco),2007,Primary,IPO,A- and H-share," 1,010.00 "
China,"Xinjiang Xinxin Mining Industry Co., Ltd",2007,Primary,IPO,H-shares, 574.00 
China,China Coal Energy Co. Ltd.,2008,Primary,IPO,A shares,3761.00
China,Guohua Hulunbeier Wind Farm Project phase I,2008,Infrastructure,Concession,"Build, rehabilitate, operate, and transfer",12.27
China,China Railway Construction Corporation Ltd.,2008,Competitive,IPO,A shares,3259.00
China,China Railway Construction Corporation Ltd.,2008,Competitive,IPO,H shares,2606.00
China,China South Locomotive & Rolling Stock Corporation Ltd.,2008,Competitive,IPO,A shares,958.00
China,China South Locomotive & Rolling Stock Corporation Ltd.,2008,Competitive,IPO,H shares,617.00
China,Chongqing Machinery & Electric Co. Ltd.,2008,Competitive,IPO,H shares,168.57
China,Tianjin Binhai Teda Logistics (Group) Corporation Ltd. Services,2008,Competitive,IPO,GEM - H shares,22.82
China,Yichang Port Affairs Group Ltd,2008,Infrastructure,Divestiture,Partial,21.32
China,Chongqing Water Affairs,2008,Infrastructure,Divestiture,Partial,228.90
China,Yancheng City Huijin Water Affairs Co. Ltd. ,2008,Infrastructure,Concession,"Rehabilitate, operate, and transfer",28.61
China,Zhumadian Water Supply Project,2008,Infrastructure,Divestiture,Partial,18.24
China,Jilin Liaoyuan Wastewater Treatment Plant,2008,Infrastructure,Concession,"Rehabilitate, operate, and transfer",12.88
China,Jiangxi Yingtan City Water Supply Co. Ltd.,2008,Infrastructure,Concession,"Rehabilitate, operate, and transfer",10.75
China,Zhoukou City Wastewater Treatment Plant,2008,Infrastructure,Concession,"Rehabilitate, operate, and transfer",9.30
China,Guangrao County Wastewater Treatment Plant,2008,Infrastructure,Concession,"Rehabilitate, operate, and transfer",2.85
Colombia,Cali Alfonso Bonilla Airport,2000,Infrastructure,Private Sale,, 53.00 
Colombia,Interconexion Electrica S.A. (ISA),2000,Infrastructure,Divestiture,Partial, 45.70 
Colombia,Carbocol,2000,Primary,Private Sale,, 384.00 
Colombia,Empresa de Energia del Quindio SA{Edeq},2003,Energy,Concession,"Build, rehabilitate, operate, and transfer", 9.00 
Colombia,Central Hidroelectrica de Caldas{Chec},2003,Infrastructure,Divestiture,Full, 61.00 
Colombia,Banco Aliadas,2005,Financial,Auction,, 42.00 
Colombia,Granahorrar,2005,Financial,Auction,, 420.00 
Colombia,Ecopetrol-Cartegena refinery,2006,Energy,Divestiture,Partial (51%), 630.70 
Colombia,Aguas Kptial de Cucuta,2006,Infrastructure,Concession,"Rehabilitate, lease or rent, and transfer", 51.00 
Colombia,Colombia Movil (TIGO),2006,Infrastructure,Divestiture,Partial (51%), 124.00 
Colombia,Cormagdalena-Galan Port,2006,Infrastructure,Concession,"Rehabilitate, lease or rent, and transfer", 1.30 
Colombia,Electrificadora del Tolima,2006,Infrastructure,Divestiture,Full (99.9%), 106.60 
Colombia,Telefonica Telecom,2006,Infrastructure,Divestiture,Partial (52%), 368.00 
Colombia,Ecopetrol S.A.,2007,Energy,IPO,Partial," 2,800.00 "
Colombia,Hidroprado Hydroelectric Plant,2007,Infrastructure,Divestiture,Partial (87%), 51.00 
Colombia,Isagen SA,2007,Infrastructure,IPO,Partial (19.9%), 284.80 
"Congo, Rep.",Minoterie d'Aliments de Bétails (MAB),2000,Competitive,Divestiture,Partial, 2.00 
Costa Rica,San Jose – San Ramon toll road,2005,Infrastructure,Concession,"Build, rehabilitate, operate, and transfer", 34.20 
Costa Rica,Caldera Port I,2006,Infrastructure,Greenfield,"Build, own and transfer", 11.00 
Costa Rica,Caldera Port II,2006,Infrastructure,Concession,"Rehabilitate, operate and transfer", 11.00 
Croatia,Privredna Banka Zagreb (PBZ),2000,Financial,Private Sale,, 300.00 
Croatia,Excelsior Hotel,2001,Competitive,Divestiture,Partial, 36.27 
Croatia,Tankerska Plovidba dd,2001,Competitive,Divestiture,Full, 155.86 
Croatia,Dubrovacka Banka,2002,Financial,,, 27.50 
Croatia,Rijecka Banka,2002,Financial,,, 136.23 
Croatia,Splitska Banka,2002,Financial,,, 117.70 
Croatia,Hotel Kompas d.d. Dubrovnik,2003,Competitive,,, 3.60 
Croatia,HP Jelsa dd,2003,Competitive,,, 4.26 
Croatia,Jelsa d.d. Jelsa,2003,Competitive,,, 4.25 
Croatia,Energo,2003,Energy,Divestiture,Full, 8.57 
Croatia,INA Industrija Nafte dd,2003,Energy,Private Sale,, 508.11 
Croatia,INA-Industrija Nafte dd,2003,Energy,,, 505.00 
Croatia,Ðakovština d.d. Ðakovština,2003,Other,,, 3.21 
Croatia,H1 Telecom,2004,Infrastructure,Greenfield project,"Build, own, and operate", 1.40 
Croatia,Optima Telekom,2004,Infrastructure,Greenfield project,"Build, own, and operate", 1.40 
Croatia,Tele2 Croatia,2004,Infrastructure,Greenfield project,"Build, own, and operate", 30.00 
Croatia,VIP-Net Croatia,2004,Infrastructure,Greenfield project,"Build, own, and operate", 20.00 
Croatia,Adriatic d.d. Split ,2005,Competitive,,, 28.60 
Croatia,IPK Kandit d.d. Osijek ,2005,Competitive,,, 10.19 
Croatia,Istra d.d. Pula ,2005,Competitive,,, 5.26 
Croatia,Slobodna Dalmacija d.d. Split ,2005,Competitive,,, 4.12 
Croatia,Pliva,2006,Competitive,Divestiture,Partial (72.67%), 2.40 
Croatia,Hrvatske Telekomunikacije,2007,Infrastructure,IPO,Partial (20%)," 1,380.00 "
Croatia,Croatian Telecom,2008,Infrastructure,Divestiture,,132.00
Czech Republic,Chemicke Zavody Sokolov AS,2000,Competitive,Divestiture,, 36.14 
Czech Republic,Moravske Chemicke Zavody,2000,Competitive,,, 54.92 
Czech Republic,Paramo AS,2000,Energy,Divestiture,Partial, 3.49 
Czech Republic,Ceska Sporitelna,2000,Financial,Divestiture,, 534.00 
Czech Republic,Benesov and Prague-west water and sewerage companies,2000,Infrastructure,Divestiture,, 4.00 
Czech Republic,Broadnet,2000,Infrastructure,Divestiture,Full, 3.70 
Czech Republic,Nextra Wireless,2000,Infrastructure,Divestiture,, 3.90 
Czech Republic,Pragonet,2000,Infrastructure,,, 25.00 
Czech Republic,VAK Beroun,2000,Infrastructure,Divestiture,, 1.60 
Czech Republic,Ceska Radiocomunikace,2001,Competitive,,, 178.80 
Czech Republic,Ceska Typografie AS,2001,Competitive,Divestiture,, 11.70 
Czech Republic,Jan Becher Karlovarska,2001,Competitive,,, 37.10 
Czech Republic,Nova Hut Zabreh,2001,Competitive,Divestiture,, 1.82 
Czech Republic,Petra-Petrol Stations,2001,Competitive,Divestiture,Partial, 14.60 
Czech Republic,Tatra AS,2001,Competitive,,, 32.00 
Czech Republic,Ceska Sporitelna,2001,Financial,,, 26.87 
Czech Republic,Cesksa Pojistovna,2001,Financial,Divestiture,Full, 101.77 
Czech Republic,Komercni Banka,2001,Financial,Divestiture,Full," 1,020.00 "
Czech Republic,Prague Water,2001,Infrastructure,,, 161.00 
Czech Republic,Prague Water,2001,Infrastructure,Divestiture,Full, 28.30 
Czech Republic,Prazske Vodovody A Kanalizace,2001,Infrastructure,,, 162.63 
Czech Republic,Sklo Zelezny Brod,2001,Primary,,, 6.77 
Czech Republic,Nova Hut,2002,Competitive,Divestiture,, 270.00 
Czech Republic,Zetor Brno,2002,Competitive,Greenfield project,"Build, own, and operate", 3.66 
Czech Republic,Jihomoravska plynarenska,2002,Energy,Divestiture,, 135.00 
Czech Republic,Prvni Mestska Banka,2002,Financial,Greenfield project,"Build, own, and operate", 13.08 
Czech Republic,Severomoravska Plynarenska,2002,Infrastructure,Divestiture,Public Offering,
Czech Republic,Transgas,2002,Infrastructure,,," 3,774.80 "
Czech Republic,Vodarny Kladno Melnik (VKM),2002,Infrastructure,Divestiture,Partial, 25.00 
Czech Republic,Nova Hut,2003,Competitive,Divestiture,Full, 20.00 
Czech Republic,Skoda Holding AS,2003,Competitive,Divestiture,Full, 140.46 
Czech Republic,Vitkovice AS,2003,Competitive,Divestiture,Partial, 13.82 
Czech Republic,CEPS AG,2003,Infrastructure,Management and lease contract,Lease contract, 487.95 
Czech Republic,Transgas,2003,Infrastructure,Divestiture,Partial, 46.08 
Czech Republic,Zasobovani Teplem Ostrava AS,2003,Infrastructure,,, 20.42 
Czech Republic,Trustfin,2004,Competitive,Private Sale,, 1.40 
Czech Republic,Unipetrol,2004,Energy,Private Sale,, 498.09 
Czech Republic,OKD,2004,Primary,Private Sale,, 175.02 
Czech Republic,Sokolovska Uhelna,2004,Primary,Private Sale,, 110.97 
Czech Republic,Vitkovice Steel,2005,Competitive,Private Sale,, 243.65 
Czech Republic,Cesky Telecom ,2005,Infrastructure,Private Sale,," 3,300.00 "
Czech Republic,VAK Hradec Kralove,2005,Infrastructure,Lease,Lease conract, 10.00 
Czech Republic,"Severoceské doly, a.s. ",2005,Primary,,, 378.09 
Czech Republic,Aero Vodochody as,2007,Competitive,,Full , 139.41 
Czech Republic,Komercni uverova pojistovna (EGAP),2007,Financial,,Partial (66%), 38.15 
Czech Republic,CEZ AS,2007,Infrastructure,,Partial (.77%), 278.00 
Czech Republic,Skodaexport Co Ltd,2008,Competitive,Private Sale,Full,7.15
Ecuador,Guayaquil Port Concession,2007,Infrastructure,Concession,"Build, rehabilitate, operate, and transfer (100%)", 30.00 
Ecuador,Conecel (Porta),2008,Infrastructure,Greenfield project,,480.00
Ecuador,Telefonica Moviles Ecuador,2008,Infrastructure,Greenfield project,,220.00
Egypt,Alexandria Confectionary,2000,Competitive,Divestiture,Full, 7.57 
Egypt,Ameriyah Cement,2000,Competitive,Divestiture,Partial, 142.43 
Egypt,Assiut Cement,2000,Competitive,Divestiture,Partial, 49.46 
Egypt,Bisco Misr,2000,Competitive,Divestiture,Partial, 24.05 
Egypt,Cairo Oil and Soap Co.,2000,Competitive,Divestiture,Full, 8.92 
Egypt,"Egypt, Arab Rep.ian Engineering and Equipment",2000,Competitive,Divestiture,Full, 7.00 
Egypt,Plastic and Electric Industry,2000,Competitive,Divestiture,Full, 25.41 
Egypt,Ramsis Agriculture,2000,Competitive,Divestiture,Full, 43.51 
Egypt,Abou Zaabal Fertilizer,2001,Competitive,Divestiture,Full, 47.40 
Egypt,Arab for Carpets,2001,Competitive,Divestiture,Full, 13.00 
Egypt,Sharm El Sheikh Airport,2001,Infrastructure,Concession,"Build, rehabilitate, operate, and transfer", 125.00 
Egypt,"Egypt, Arab Rep.ian Gypsum",2001,Primary,Divestiture,Full, 22.00 
Egypt,Banque Du Caire,2004,Financial,,, 52.45 
Egypt,Eastern Tobacco,2005,Competitive,Stock Exchange Sale,, 116.60 
Egypt,National Fertlizer Company,2005,Competitive,Public Offer,Full, 340.80 
Egypt,Suez Cement,2005,Competitive,54.2% Stake Purchase,, 338.90 
Egypt,Alexandria Mineral Oils,2005,Energy,Public Offer & Private Placement,Partial, 155.88 
Egypt,Sidi Kreir Petrochemicals,2005,Energy,Public Offer,20% Divestment, 152.59 
Egypt,Egyptian Commercial Bank,2005,Financial,69.% Stake Purchase,, 23.00 
Egypt,Misr American International Bank,2005,Financial,,Full, 41.50 
Egypt,MobiNil,2005,Infrastructure,,, 110.00 
Egypt,Telecom Egypt,2005,Infrastructure,IPO & Private Placement,20% Divestment, 892.00 
Egypt,East Delta Flour Mills,2006,Competitive,Joint Venture,Partial (9%), 2.90 
Egypt,Kafr Bahout Rice mill,2006,Competitive,Divestiture,Full, 3.28 
Egypt,Misr Shbeen El Kom Spinning & Weaving,2006,Competitive,Divestiture,Partial (70%), 21.00 
Egypt,Nasr City Housing,2006,Competitive,Joint Venture,Partial (10%), 39.80 
Egypt,Omar Effendi,2006,Competitive,Divestiture,Partial (90%), 115.40 
Egypt,Pachin,2006,Competitive,Joint Venture/public offering,Partial (8%), 14.14 
Egypt,Sidi Abdel Rahman Hotel and Land,2006,Competitive,Asset Sale,Full, 173.10 
Egypt,Suez Steel Company,2006,Competitive,Joint Venture,Partial (82.1%), 47.60 
Egypt,Alexandria Commercial and Maritime Bank,2006,Financial,Joint Venture,Partial (50%), 26.00 
Egypt,Bank of Alexandria,2006,Financial,Divestiture,Partial (80%)," 1,610.00 "
Egypt,Cairo Far East Bank,2006,Financial,Joint Venture,Partial (39%), 35.00 
Egypt,CIB,2006,Financial,Joint Venture,Partial (19%)," 2,224.70 "
Egypt,Delta International Bank,2006,Financial,Joint Venture,Partial (19%), 50.50 
Egypt,Egyptian American Bank,2006,Financial,Joint Venture,Partial (34%), 169.80 
Egypt,Etisalat Misr (third GSM license),2006,Infrastructure,Greenfield,," 2,900.00 "
Egypt,Vodafone Egypt,2006,Infrastructure,Joint Venture-Public Offering,Partial (3%), 142.24 
Egypt,Sadat Gypsum Factory,2006,Primary,Divestiture,Full, 6.60 
Egypt,Alexandria Shipyards,2007,Competitive,Law 203,Full , 12.76 
Egypt,Helwan Refractory,2007,Competitive,Local Investor,Full , 17.40 
Egypt,Nadler confectionary factory,2007,Competitive,Law 203,Full , 2.60 
Egypt,Nile Company for Matches,2007,Competitive,Stock Market,Partial (22%), 1.20 
Egypt,Rowad Misr for Hotels,2007,Competitive,Joint Venture,Partial (48%), 51.70 
Egypt,Semiramis,2007,Competitive,Joint Venture,Partial (29%), 48.28 
Egypt,Verta Paper,2007,Competitive,Local Investor,Full , 6.55 
Egypt,Heliopolis Housing,2007,Financial,Stock Market,Partial (.7%), 9.14 
Egypt,Talaat mustafa holding-Misr Insurance,2007,Financial,Joint Venture,Partial (4%), 160.70 
Egypt,Egyptian Saudi Finance Bank,2008,Financial,Stake in Joint Venture,Partial (3%),8.87
Egypt,Alexandria Sodium Carbonate,2008,Competitive,Law 203 company,Full,138.75
Egypt,Steel Rebars Factory - Al Ahleya Metallurgical,2008,Competitive,Law 203 asset,Full,83.98
Egypt,Ismailia Misr Poultry,2008,Competitive,Stake in Joint Venture,Partial (68%),52.98
Egypt,Extracted Oils,2008,Competitive,Stake in Joint Venture,Partial (17%),23.00
Egypt,North Cairo flour mills,2008,Competitive,Law 203 minority stake,Partial (16%),16.16
Egypt,Upper Egypt flour mills,2008,Competitive,Stake in Joint Venture,Partial (9%),9.22
Egypt,Misr Oil and soap,2008,Competitive,Stake in Joint Venture,Partial (19%),7.47
Egypt,Middle and West Delta flour mills,2008,Competitive,Stake in Joint Venture,Partial (9%),5.59
Egypt,Middle Egypt flour mill,2008,Competitive,Law 203 minority stake,Partial (6.8%),4.49
Egypt,South Cairo flour mill,2008,Competitive,Law 203 minority stake,Partial (9%),2.21
Egypt,Alwatex,2008,Competitive,Stake in Joint Venture,Partial 20%),2.19
Egypt,TMG Touristic investment - NBE,2008,Financial,Stake in Joint Venture,Partial (10%),163.94
Egypt,Talaat mustafa Holding - NBE,2008,Financial,Stake in Joint Venture,Partial (2%),71.57
Egypt,Mirage Hotels,2008,Competitive,Stake in Joint Venture,Partial (9%),11.50
Egypt,Misr Cooling,2008,Competitive,Stake in Joint Venture,Partial (80%),11.06
Egypt,Misr Sinai for Diving Clubs,2008,Competitive,Stake in Joint Venture,Partial (42%),9.91
Egypt,General Silos,2008,Competitive,Law 203 minority stake,Partial (9%),9.15
Egypt,Nile for River Transport,2008,Competitive,Law 203 company,Full,6.18
Egypt,Gravena,2008,Competitive,Stake in Joint Venture,Partial (7%),2.17
Egypt,MobiNil,2008,Infrastructure,Divestiture,,286.00
El Salvador,Compania de Telecommunicaciones,2004,Infrastructure,,, 294.90 
Equatorial Guinea,Luba Freeport Limited,2006,Competitive,Concession,"Build, rehabilitate, operate and transfer", 2.00 
Estonia,Broadcasting Transmissions,2000,Competitive,,, 5.28 
Estonia,Estonian Broadcasting Center,2000,Competitive,,, 6.10 
Estonia,Starman(Telia AB),2000,Competitive,,, 9.33 
Estonia,Optiva Pank,2000,Financial,Divestiture,Full, 12.70 
Estonia,Estonian Railways,2000,Infrastructure,,, 14.80 
Estonia,Tallinn Water,2000,Infrastructure,Divestiture,Partial, 115.00 
Estonia,Tartu Keskkatlamaja,2000,Infrastructure,,, 12.62 
Estonia,Eesti Raudtee,2001,Infrastructure,Divestiture,Partial, 56.80 
Estonia,Parnu Soojus,2001,Infrastructure,Divestiture,Full, 1.80 
Estonia,Bravocom 3G License,2006,Infrastructure,Greenfield,, 6.00 
Ethiopia,Akaki Blanket Factory,2000,Competitive,Divestiture,Full, 1.15 
Ethiopia,Awassa Flour,2000,Competitive,Divestiture,Full, 2.09 
Ethiopia,Gojjam Gonder Agricultural Enterprise,2000,Competitive,Divestiture,Full, 11.72 
Ethiopia,"Wush Wush,Gumaro Tea Production & Marketing Enterprise",2000,Competitive,Divestiture,Full, 25.00 
Ethiopia,Kenticha Tantalum Mine,2000,Primary,Divestiture,Full, 24.38 
Fiji,Telecom Fiji Ltd,2002,Infrastructure,Divestiture,Partial, 28.00 
Fiji,Digicel Fiji,2008,Infrastructure,Greenfield project,Merchant ,10.25
Gabon,CFG/Cotrab,2001,Competitive,Divestiture,Partial, 3.34 
Gabon,Trans-Gabonese Railroad management contract,2003,Infrastructure,Management and lease contract,Management contract,
Gabon,Hevegab,2004,Competitive,Divestiture,, 1.69 
Gabon,Hevegab,2004,Competitive,Divestiture,, 3.60 
Gabon,Gabon Telecom,2007,Infrastructure,Divestiture,Partial (51%), 79.00 
Georgia,UES Mtkvari Plant,2000,Infrastructure,Divestiture,Full, 11.00 
Georgia,Zestafoni ferro Alloys,2003,Primary,Divestiture,Full, 7.10 
Georgia,Intourist,2004,Competitive,Auction,, 3.00 
Georgia,Agrosystems,2005,Competitive,Auction,, 1.27 
Georgia,Batumvachroba,2005,Competitive,Auction,, 1.13 
Georgia,Cast iron -XXI,2005,Competitive,Private Sale,, 2.50 
Georgia,ElektroVagonShemketebeli,2005,Competitive,Direct Sale,, 6.00 
Georgia,Elmavalmshenebeli,2005,Competitive,,, 4.20 
Georgia,Kolxeti,2005,Competitive,Auction,, 1.32 
Georgia,Light Shop Rustavi,2005,Competitive,Auction,, 1.01 
Georgia,Napiri,2005,Competitive,Auction,, 1.80 
Georgia,Ocean Shipping Company,2005,Competitive,Direct Sale,, 91.00 
Georgia,Rustavi Metallurgical Plant,2005,Competitive,Auction,, 27.00 
Georgia,Tblisi Aerosoace Manufacturing,2005,Competitive,Employee Buy-Out,, 67.00 
Georgia,"1, Kavtaradze Str., Tbilisi",2005,Financial,Auction,, 7.10 
Georgia,"Building - ?59, Kostava str., Tbilisi",2005,Financial,,, 1.30 
Georgia,D.Abashidze ?17\4,2005,Financial,,, 3.01 
Georgia,Magticom GSM,2005,Infrastructure,Greenfield project,"Build, own, and operate", 26.00 
Georgia,Telecom Georgia,2005,Infrastructure,Greenfield project,"Build, own, and operate", 5.00 
Georgia,"Madneuli and LLC ""Trans Georgian Resource",2005,Primary,Competitive Sale,, 35.10 
Georgia,Batumi Electromechanical and metal construction industrial union,2006,Competitive,Competitive Bid,, 1.50 
Georgia,"Consultation Medical Centre, LLC",2006,Competitive,Auction,, 1.84 
Georgia,Information agency of Georgia - Sakinformi,2006,Competitive,Auction,, 5.05 
Georgia,"Orbi, LLC",2006,Competitive,Auction,, 2.32 
Georgia,"Tbilisi Jewelry Factory, LLC",2006,Competitive,Auction,, 2.02 
Georgia,"Batnavtobimpex, LLC",2006,Energy,Direct Sale,, 7.00 
Georgia,Batumis Navtobbaza (Petroleum Storage Depot)”-,2006,Energy,Direct Sale,, 4.50 
Georgia,"Borjom-Likani, LLC",2006,Energy,Direct Sale,, 10.00 
Georgia,"? 1 building on ?42, Arbati str",2006,Financial,,, 18.02 
Georgia,"Alfa, LLC",2006,Financial,Auction,, 1.32 
Georgia,"Area of plot occupied by 18 thermal stations under the state ownership and building-constructions on it, located on 43 Saburtalo str",2006,Financial,Auction,, 1.20 
Georgia,Batumi central stadium,2006,Financial,Competitive Bid,, 2.00 
Georgia,"Building-construction and attached plot on 24, 300 Aragveli str",2006,Financial,Direct Sale,, 3.00 
Georgia,Building-construction and attached plot on 65 Kostava s,2006,Financial,Direct Sale,, 4.00 
Georgia,"Building-construction and attached plot, located on 41/2 Kostava/Botsvadze str",2006,Financial,Direct Sale,, 6.00 
Georgia,"Building-constructions ( ?1, ?2, ?3, ?4) and attached plot ( 1792 sq. m.) located on 11 Sololaki lane",2006,Financial,,, 1.08 
Georgia,"Building-constructions and attached plot (162 500 sq. m) and inventory withdrawn from the authorized capital of ""Iveria p.s"" LLC, located in the village Ureki, (Ozurgeti region) (Pension ""Ureki"")",2006,Financial,Auction,, 1.22 
Georgia,"JSC “Thecium""",2006,Financial,Auction,Partial (8.4%), 1.02 
Georgia,Lilo-1,2006,Financial,Auction,, 3.80 
Georgia,The former administrative building and attached plot of the chief administration of Adjara A/R,2006,Financial,Competitive Bid,, 1.32 
Georgia,White City LLC,2006,Financial,Auction,, 1.00 
Georgia,Atsi Hydro Power Plant,2006,Infrastructure,Competitive Bid,, 5.12 
Georgia,Batumi Sea Trading Port,2006,Infrastructure,Management and lease contract,Lease contract, 92.00 
Georgia,Dzevruli Hydro Power Plant,2006,Infrastructure,Competitive Bid,, 20.00 
Georgia,Energy Company of Adjara,2006,Infrastructure,Competitive Bid,, 30.00 
Georgia,Gumati Hydro Power plant Cascade,2006,Infrastructure,Competitive Bid,, 12.00 
Georgia,Kakheti Energy Distribution Company,2006,Infrastructure,Competitive Bid,, 5.10 
Georgia,Lajanuri Hydro Power Plant,2006,Infrastructure,Competitive Bid,, 66.50 
Georgia,Rioni Hydro Power Plant,2006,Infrastructure,Competitive Bid,, 44.70 
Georgia,Shaori Hydro Power Plant,2006,Infrastructure,Competitive Bid,, 16.00 
Georgia,Tbilgaz,2006,Infrastructure,Divestiture,Full, 12.50 
Georgia,United Energy Distribution Company,2006,Infrastructure,Competitive Bid,, 85.00 
Georgia,United Telecommunication Company of Georgia,2006,Infrastructure,Divestiture,Partial (90.6%), 90.00 
Georgia,"Vartsikhe 2005, LLC",2006,Primary,Auction,, 57.00 
Georgia,Aggregate LLC,2007,Competitive,Auction,, 1.06 
Georgia,Tori LLC,2007,Competitive,Auction,, 5.90 
Georgia,“Aisi” LLC ,2007,Competitive,Auction,, 1.30 
Georgia,“Gora” LLC,2007,Competitive,Auction,Full , 1.62 
Georgia,“Maltakva-2007” Ltd,2007,Competitive,Auction with conditions,, 1.72 
Georgia,Iberia Shipping” Ltd,2007,Competitive,Auction,, 1.12 
Georgia,JSC “Batumi resort polyclinics,2007,Competitive,Auction,Partial (99%), 1.30 
Georgia,"Sanatorium-hotel ""Oasis"" Ltd",2007,Competitive,Auction,, 3.22 
Georgia,Dipservisi LLC,2007,Financial,Auction with conditions,, 1.72 
Georgia,"“Long Distance Telephone Communication Center” LTD - 31 Rustaveli ave., Tbilisi",2007,Financial,Auction,, 18.10 
Georgia,"“Terminali” Ltd. - Village Adlia, Khelvachauri region",2007,Financial,Auction,Full , 1.02 
Georgia,"Building -constructions and attached plot on Kakheti highway, Tbilisi",2007,Financial,Auction,, 14.10 
Georgia,"Building and attached plot located on 291a, AgmaSenebeli Str., Kobuleti",2007,Financial,Auction,, 1.20 
Georgia,"Building-construction (117, 6 sq. m) and attached plot (142 sq. m), located on 32, Agladze str., Tbilisi",2007,Financial,Auction with conditions,, 8.02 
Georgia,"Building-construction (service station) and attached plot (3500 sq. m), located in the village Adlia, Khelvachauri region",2007,Financial,Auction,, 1.20 
Georgia,"Building-construction (sports ground) and attached plot (14500 sq. m), located on ?18/20, Lubliana str, Tbilisi.",2007,Financial,,, 1.02 
Georgia,"Building-construction ?3, partially attached plot (621,66 sq.m) and building-construction ?4 and partially attached plot (1063,51 sq. m), located on 70, Kostava str, Tbilisi.",2007,Financial,,, 1.22 
Georgia,"Building-construction and attached plot in Tabakhmela, village Tsavkisi",2007,Financial,,, 2.55 
Georgia,"Building-construction and attached plot; located on 19 and 23 Kiziki str., Tbilisi",2007,Financial,Direct sale,, 1.30 
Georgia,"Building-construction and partially attached plot, located on ?16, Rustaveli ave, Tbilisi",2007,Financial,,, 8.02 
Georgia,"Building-constructionand attached plot on 297, Agmashenebeli ave, Kobuleti",2007,Financial,Auction,, 1.36 
Georgia,"Building-constructionlocated on the territory of “Akademqalaqi”, Tbilisi",2007,Financial,,, 1.41 
